Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 CON2PX	 CON2PY	 CON2PZ	 
100.9	 92423.4	 139585	 139585	 -248.3	 0	 -70	 
101	 92632.7	 139399	 139399	 -248.3	 0	 -70	 
101.1	 92852.6	 139216	 139216	 -248.3	 0	 -70	 
101.2	 93064.6	 139017	 139017	 -248.3	 0	 -70	 
101.3	 93286.7	 138836	 138836	 -248.3	 0	 -70	 
101.4	 93507.2	 138645	 138645	 -248.3	 0	 -70	 
101.5	 93732.8	 138467	 138467	 -248.3	 0	 -70	 
101.6	 93962.8	 138270	 138270	 -248.3	 0	 -70	 
101.7	 94190.2	 138078	 138078	 -248.3	 0	 -70	 
101.8	 94434.5	 137889	 137889	 -248.3	 0	 -70	 
101.9	 94668.4	 137695	 137695	 -248.3	 0	 -70	 
102	 94915	 137508	 137508	 -248.3	 0	 -70	 
102.1	 95165.2	 137308	 137308	 -248.3	 0	 -70	 
102.2	 95414.7	 137105	 137105	 -248.3	 0	 -70	 
102.3	 95677.2	 136912	 136912	 -248.3	 0	 -70	 
102.4	 95935.7	 136723	 136723	 -248.3	 0	 -70	 
102.5	 96206.1	 136537	 136537	 -248.3	 0	 -70	 
102.6	 96473	 136337	 136337	 -248.3	 0	 -70	 
102.7	 96752.8	 136147	 136147	 -248.3	 0	 -70	 
102.8	 97039.3	 135964	 135964	 -248.3	 0	 -70	 
102.9	 97319.8	 135785	 135785	 -248.3	 0	 -70	 
103	 97615.1	 135614	 135614	 -248.3	 0	 -70	 
103.1	 97909.5	 135432	 135432	 -248.3	 0	 -70	 
103.2	 98204.5	 135245	 135245	 -248.3	 0	 -70	 
103.3	 98511.6	 135073	 135073	 -248.3	 0	 -70	 
103.4	 98817.1	 134903	 134903	 -248.3	 0	 -70	 
103.5	 99125	 134727	 134727	 -248.3	 0	 -70	 
103.6	 99436.3	 134538	 134538	 -248.3	 0	 -70	 
103.7	 99757.3	 134349	 134349	 -248.3	 0	 -70	 
103.8	 100081	 134162	 134162	 -248.3	 0	 -70	 
103.9	 100409	 133981	 133981	 -248.3	 0	 -70	 
104	 100740	 133791	 133791	 -248.3	 0	 -70	 
104.1	 101076	 133592	 133592	 -248.3	 0	 -70	 
104.2	 101416	 133387	 133387	 -248.3	 0	 -70	 
104.3	 101768	 133200	 133200	 -248.3	 0	 -70	 
104.4	 102125	 133016	 133016	 -248.3	 0	 -70	 
104.5	 102235	 132823	 132823	 -248.3	 0	 -70	 
104.6	 99617.7	 132621	 132621	 -248.3	 0	 -70	 
104.7	 98528.5	 132390	 132390	 -248.3	 0	 -70	 
104.8	 100628	 132319	 132319	 -248.3	 0	 -70	 
104.9	 101249	 132150	 132150	 -248.3	 0	 -70	 
105	 100913	 131823	 131823	 -248.3	 0	 -70	 
105.1	 100104	 131657	 131657	 -248.3	 0	 -70	 
105.2	 101302	 131602	 131602	 -248.3	 0	 -70	 
105.3	 102614	 131570	 131570	 -248.3	 0	 -70	 
105.4	 102269	 131275	 131275	 -248.3	 0	 -70	 
105.5	 101742	 130965	 130965	 -248.3	 0	 -70	 
105.6	 102396	 130869	 130869	 -248.3	 0	 -70	 
105.7	 103569	 130869	 130869	 -248.3	 0	 -70	 
105.8	 103699	 130703	 130703	 -248.3	 0	 -70	 
105.9	 103251	 130380	 130380	 -248.3	 0	 -70	 
106	 103577	 130169	 130169	 -248.3	 0	 -70	 
106.1	 104537	 130147	 130147	 -248.3	 0	 -70	 
106.2	 104907	 130053	 130053	 -248.3	 0	 -70	 
106.3	 104562	 129819	 129819	 -248.3	 0	 -70	 
106.4	 104514	 129551	 129551	 -248.3	 0	 -70	 
106.5	 105095	 129426	 129426	 -248.3	 0	 -70	 
106.6	 105535	 129356	 129356	 -248.3	 0	 -70	 
106.7	 105357	 129191	 129191	 -248.3	 0	 -70	 
106.8	 105143	 128949	 128949	 -248.3	 0	 -70	 
106.9	 105462	 128758	 128758	 -248.3	 0	 -70	 
107	 105966	 128659	 128659	 -248.3	 0	 -70	 
107.1	 106062	 128540	 128540	 -248.3	 0	 -70	 
107.2	 105884	 128330	 128330	 -248.3	 0	 -70	 
107.3	 106025	 128139	 128139	 -248.3	 0	 -70	 
107.4	 106485	 127998	 127998	 -248.3	 0	 -70	 
107.5	 106778	 127879	 127879	 -248.3	 0	 -70	 
107.6	 106761	 127691	 127691	 -248.3	 0	 -70	 
107.7	 106826	 125611	 125611	 -248.3	 0	 -70	 
107.8	 107117	 124297	 124297	 -248.3	 0	 -70	 
107.9	 107633	 129051	 129051	 -248.3	 0	 -70	 
108	 108142	 128671	 128671	 -248.3	 0	 -70	 
108.1	 107908	 127071	 127071	 -248.3	 0	 -70	 
108.2	 108439	 123533	 123533	 -248.3	 0	 -70	 
108.3	 108934	 124062	 124062	 -248.3	 0	 -70	 
108.4	 109414	 126222	 126222	 -248.3	 0	 -70	 
108.5	 109417	 127639	 127639	 -248.3	 0	 -70	 
108.6	 109586	 125917	 125917	 -248.3	 0	 -70	 
108.7	 110192	 123483	 123483	 -248.3	 0	 -70	 
108.8	 110749	 123124	 123124	 -248.3	 0	 -70	 
108.9	 110924	 124919	 124919	 -248.3	 0	 -70	 
109	 110881	 126218	 126218	 -248.3	 0	 -70	 
109.1	 111225	 125157	 125157	 -248.3	 0	 -70	 
109.2	 111888	 123078	 123078	 -248.3	 0	 -70	 
109.3	 112408	 122435	 122435	 -248.3	 0	 -70	 
109.4	 112488	 123698	 123698	 -248.3	 0	 -70	 
109.5	 112502	 124824	 124824	 -248.3	 0	 -70	 
109.6	 112875	 124142	 124142	 -248.3	 0	 -70	 
109.7	 113487	 122394	 122394	 -248.3	 0	 -70	 
109.8	 113914	 121645	 121645	 -248.3	 0	 -70	 
109.9	 114023	 122494	 122494	 -248.3	 0	 -70	 
110	 114131	 123436	 123436	 -248.3	 0	 -70	 
110.1	 114540	 122966	 122966	 -248.3	 0	 -70	 
110.2	 115144	 121517	 121517	 -248.3	 0	 -70	 
110.3	 115644	 120791	 120791	 -248.3	 0	 -70	 
110.4	 115920	 121391	 121391	 -248.3	 0	 -70	 
110.5	 116157	 122150	 122150	 -248.3	 0	 -70	 
110.6	 116573	 121786	 121786	 -248.3	 0	 -70	 
110.7	 117178	 120621	 120621	 -248.3	 0	 -70	 
110.8	 117749	 119997	 119997	 -248.3	 0	 -70	 
110.9	 118155	 120453	 120453	 -248.3	 0	 -70	 
111	 118457	 121047	 121047	 -248.3	 0	 -70	 
111.1	 118858	 120749	 120749	 -248.3	 0	 -70	 
111.2	 119442	 119801	 119801	 -248.3	 0	 -70	 
111.3	 120099	 119315	 119315	 -248.3	 0	 -70	 
111.4	 120613	 119671	 119671	 -248.3	 0	 -70	 
111.5	 120952	 120101	 120101	 -248.3	 0	 -70	 
111.6	 121291	 119800	 119800	 -248.3	 0	 -70	 
111.7	 121803	 119018	 119018	 -248.3	 0	 -70	 
111.8	 122444	 118634	 118634	 -248.3	 0	 -70	 
111.9	 122985	 118903	 118903	 -248.3	 0	 -70	 
112	 123293	 119160	 119160	 -248.3	 0	 -70	 
112.1	 123538	 118821	 118821	 -248.3	 0	 -70	 
112.2	 123964	 118166	 118166	 -248.3	 0	 -70	 
112.3	 124566	 117865	 117865	 -248.3	 0	 -70	 
112.4	 125108	 118046	 118046	 -248.3	 0	 -70	 
112.5	 125418	 118156	 118156	 -248.3	 0	 -70	 
112.6	 125628	 117791	 117791	 -248.3	 0	 -70	 
112.7	 126019	 117243	 117243	 -248.3	 0	 -70	 
112.8	 126665	 117034	 117034	 -248.3	 0	 -70	 
112.9	 127340	 117164	 117164	 -248.3	 0	 -70	 
113	 127827	 117168	 117168	 -248.3	 0	 -70	 
113.1	 128214	 116812	 116812	 -248.3	 0	 -70	 
113.2	 128756	 116396	 116396	 -248.3	 0	 -70	 
113.3	 129547	 116276	 116276	 -248.3	 0	 -70	 
113.4	 130392	 116369	 116369	 -248.3	 0	 -70	 
113.5	 131068	 116306	 116306	 -248.3	 0	 -70	 
113.6	 131564	 115969	 115969	 -248.3	 0	 -70	 
113.7	 130153	 115653	 115653	 -248.3	 0	 -70	 
113.8	 126934	 115556	 115556	 -248.3	 0	 -70	 
113.9	 124504	 115591	 115591	 -248.3	 0	 -70	 
114	 128433	 115497	 115497	 -248.3	 0	 -70	 
114.1	 131384	 115257	 115257	 -248.3	 0	 -70	 
114.2	 131799	 114830	 114830	 -248.3	 0	 -70	 
114.3	 129334	 114801	 114801	 -248.3	 0	 -70	 
114.4	 129756	 114917	 114917	 -248.3	 0	 -70	 
114.5	 132321	 114909	 114909	 -248.3	 0	 -70	 
114.6	 134397	 114448	 114448	 -248.3	 0	 -70	 
114.7	 133666	 114028	 114028	 -248.3	 0	 -70	 
114.8	 132308	 114001	 114001	 -248.3	 0	 -70	 
114.9	 132852	 114177	 114177	 -248.3	 0	 -70	 
115	 135076	 114049	 114049	 -248.3	 0	 -70	 
115.1	 136509	 113555	 113555	 -248.3	 0	 -70	 
115.2	 135910	 113195	 113195	 -248.3	 0	 -70	 
115.3	 134760	 113265	 113265	 -248.3	 0	 -70	 
115.4	 134887	 113397	 113397	 -248.3	 0	 -70	 
115.5	 136269	 113144	 113144	 -248.3	 0	 -70	 
115.6	 137208	 112650	 112650	 -248.3	 0	 -70	 
115.7	 136848	 112406	 112406	 -248.3	 0	 -70	 
115.8	 136096	 112528	 112528	 -248.3	 0	 -70	 
115.9	 136317	 112582	 112582	 -248.3	 0	 -70	 
116	 137515	 112270	 112270	 -248.3	 0	 -70	 
116.1	 138532	 111870	 111870	 -248.3	 0	 -70	 
116.2	 138531	 111749	 111749	 -248.3	 0	 -70	 
116.3	 138058	 111878	 111878	 -248.3	 0	 -70	 
116.4	 138102	 111836	 111836	 -248.3	 0	 -70	 
116.5	 138928	 111505	 111505	 -248.3	 0	 -70	 
116.6	 139794	 111203	 111203	 -248.3	 0	 -70	 
116.7	 140002	 111175	 111175	 -248.3	 0	 -70	 
116.8	 139719	 111251	 111251	 -248.3	 0	 -70	 
116.9	 139703	 111117	 111117	 -248.3	 0	 -70	 
117	 140373	 110813	 110813	 -248.3	 0	 -70	 
117.1	 141311	 110620	 110620	 -248.3	 0	 -70	 
117.2	 141865	 110607	 110607	 -248.3	 0	 -70	 
117.3	 141960	 110596	 110596	 -248.3	 0	 -70	 
117.4	 142092	 110400	 110400	 -248.3	 0	 -70	 
117.5	 142715	 110139	 110139	 -248.3	 0	 -70	 
117.6	 143655	 110006	 110006	 -248.3	 0	 -70	 
117.7	 144388	 109978	 109978	 -248.3	 0	 -70	 
117.8	 144659	 109877	 109877	 -248.3	 0	 -70	 
117.9	 144804	 109659	 109659	 -248.3	 0	 -70	 
118	 145266	 109472	 109472	 -248.3	 0	 -70	 
118.1	 146066	 109389	 109389	 -248.3	 0	 -70	 
118.2	 146820	 109318	 109318	 -248.3	 0	 -70	 
118.3	 147185	 109175	 109175	 -248.3	 0	 -70	 
118.4	 147250	 108987	 108987	 -248.3	 0	 -70	 
118.5	 147384	 108861	 108861	 -248.3	 0	 -70	 
118.6	 147786	 108792	 108792	 -248.3	 0	 -70	 
118.7	 148297	 108687	 108687	 -248.3	 0	 -70	 
118.8	 148656	 108524	 108524	 -248.3	 0	 -70	 
118.9	 148835	 108385	 108385	 -248.3	 0	 -70	 
119	 149045	 108308	 108308	 -248.3	 0	 -70	 
119.1	 149491	 108243	 108243	 -248.3	 0	 -70	 
119.2	 150141	 108103	 108103	 -248.3	 0	 -70	 
119.3	 150800	 107965	 107965	 -248.3	 0	 -70	 
119.4	 151282	 107865	 107865	 -248.3	 0	 -70	 
119.5	 151631	 107790	 107790	 -248.3	 0	 -70	 
119.6	 152019	 107686	 107686	 -248.3	 0	 -70	 
119.7	 152592	 107544	 107544	 -248.3	 0	 -70	 
119.8	 153317	 107425	 107425	 -248.3	 0	 -70	 
119.9	 154029	 107344	 107344	 -248.3	 0	 -70	 
120	 154595	 107263	 107263	 -248.3	 0	 -70	 
120.1	 155015	 107152	 107152	 -248.3	 0	 -70	 
120.2	 155415	 107020	 107020	 -248.3	 0	 -70	 
120.3	 155884	 106922	 106922	 -248.3	 0	 -70	 
120.4	 156406	 106833	 106833	 -248.3	 0	 -70	 
120.5	 156877	 106723	 106723	 -248.3	 0	 -70	 
120.6	 157259	 106599	 106599	 -248.3	 0	 -70	 
120.7	 157598	 106489	 106489	 -248.3	 0	 -70	 
120.8	 158003	 106403	 106403	 -248.3	 0	 -70	 
120.9	 158495	 106311	 106311	 -248.3	 0	 -70	 
121	 158999	 106196	 106196	 -248.3	 0	 -70	 
121.1	 159429	 106092	 106092	 -248.3	 0	 -70	 
121.2	 159739	 106003	 106003	 -248.3	 0	 -70	 
121.3	 160006	 105923	 105923	 -248.3	 0	 -70	 
121.4	 160306	 105822	 105822	 -248.3	 0	 -70	 
121.5	 159533	 105718	 105718	 -248.3	 0	 -70	 
121.6	 157770	 105599	 105599	 -248.3	 0	 -70	 
121.7	 156289	 105495	 105495	 -248.3	 0	 -70	 
121.8	 158022	 105406	 105406	 -248.3	 0	 -70	 
121.9	 160431	 105365	 105365	 -248.3	 0	 -70	 
122	 161761	 105288	 105288	 -248.3	 0	 -70	 
122.1	 160796	 105262	 105262	 -248.3	 0	 -70	 
122.2	 159850	 105216	 105216	 -248.3	 0	 -70	 
122.3	 160422	 105134	 105134	 -248.3	 0	 -70	 
122.4	 162607	 105009	 105009	 -248.3	 0	 -70	 
122.5	 164312	 104920	 104920	 -248.3	 0	 -70	 
122.6	 164405	 104899	 104899	 -248.3	 0	 -70	 
122.7	 163367	 104883	 104883	 -248.3	 0	 -70	 
122.8	 162927	 104786	 104786	 -248.3	 0	 -70	 
122.9	 163882	 104648	 104648	 -248.3	 0	 -70	 
123	 165480	 104568	 104568	 -248.3	 0	 -70	 
123.1	 166255	 104568	 104568	 -248.3	 0	 -70	 
123.2	 165693	 104517	 104517	 -248.3	 0	 -70	 
123.3	 164730	 104427	 104427	 -248.3	 0	 -70	 
123.4	 164547	 104309	 104309	 -248.3	 0	 -70	 
123.5	 165442	 104216	 104216	 -248.3	 0	 -70	 
123.6	 166501	 104164	 104164	 -248.3	 0	 -70	 
123.7	 166782	 104110	 104110	 -248.3	 0	 -70	 
123.8	 166212	 104044	 104044	 -248.3	 0	 -70	 
123.9	 165701	 103973	 103973	 -248.3	 0	 -70	 
124	 165956	 103899	 103899	 -248.3	 0	 -70	 
124.1	 166893	 103835	 103835	 -248.3	 0	 -70	 
124.2	 167627	 103778	 103778	 -248.3	 0	 -70	 
124.3	 167630	 103735	 103735	 -248.3	 0	 -70	 
124.4	 167159	 103702	 103702	 -248.3	 0	 -70	 
124.5	 167007	 103637	 103637	 -248.3	 0	 -70	 
124.6	 167631	 103565	 103565	 -248.3	 0	 -70	 
124.7	 168690	 103520	 103520	 -248.3	 0	 -70	 
124.8	 169428	 103500	 103500	 -248.3	 0	 -70	 
124.9	 169483	 103478	 103478	 -248.3	 0	 -70	 
125	 169210	 103431	 103431	 -248.3	 0	 -70	 
125.1	 169260	 103372	 103372	 -248.3	 0	 -70	 
125.2	 169895	 103319	 103319	 -248.3	 0	 -70	 
125.3	 170741	 103286	 103286	 -248.3	 0	 -70	 
125.4	 171228	 103259	 103259	 -248.3	 0	 -70	 
125.5	 171160	 103223	 103223	 -248.3	 0	 -70	 
125.6	 170941	 103179	 103179	 -248.3	 0	 -70	 
125.7	 171085	 103138	 103138	 -248.3	 0	 -70	 
125.8	 171711	 103093	 103093	 -248.3	 0	 -70	 
125.9	 172452	 103057	 103057	 -248.3	 0	 -70	 
126	 172827	 103033	 103033	 -248.3	 0	 -70	 
126.1	 172742	 103012	 103012	 -248.3	 0	 -70	 
126.2	 172505	 102974	 102974	 -248.3	 0	 -70	 
126.3	 172540	 102921	 102921	 -248.3	 0	 -70	 
126.4	 172939	 102881	 102881	 -248.3	 0	 -70	 
126.5	 173403	 102847	 102847	 -248.3	 0	 -70	 
126.6	 173624	 102825	 102825	 -248.3	 0	 -70	 
126.7	 173524	 102803	 102803	 -248.3	 0	 -70	 
126.8	 173364	 102764	 102764	 -248.3	 0	 -70	 
126.9	 173440	 102725	 102725	 -248.3	 0	 -70	 
127	 173817	 102694	 102694	 -248.3	 0	 -70	 
127.1	 174275	 102681	 102681	 -248.3	 0	 -70	 
127.2	 174565	 102656	 102656	 -248.3	 0	 -70	 
127.3	 174675	 102640	 102640	 -248.3	 0	 -70	 
127.4	 174796	 102619	 102619	 -248.3	 0	 -70	 
127.5	 175120	 102587	 102587	 -248.3	 0	 -70	 
127.6	 175649	 102565	 102565	 -248.3	 0	 -70	 
127.7	 176172	 102552	 102552	 -248.3	 0	 -70	 
127.8	 176498	 102546	 102546	 -248.3	 0	 -70	 
127.9	 176583	 102530	 102530	 -248.3	 0	 -70	 
128	 176610	 102505	 102505	 -248.3	 0	 -70	 
128.1	 176737	 102480	 102480	 -248.3	 0	 -70	 
128.2	 177004	 102460	 102460	 -248.3	 0	 -70	 
128.3	 177261	 102441	 102441	 -248.3	 0	 -70	 
128.4	 177357	 102424	 102424	 -248.3	 0	 -70	 
128.5	 177263	 102405	 102405	 -248.3	 0	 -70	 
128.6	 177131	 102384	 102384	 -248.3	 0	 -70	 
128.7	 177106	 102361	 102361	 -248.3	 0	 -70	 
128.8	 177205	 102335	 102335	 -248.3	 0	 -70	 
128.9	 177302	 102317	 102317	 -248.3	 0	 -70	 
129	 177246	 102303	 102303	 -248.3	 0	 -70	 
129.1	 177040	 102279	 102279	 -248.3	 0	 -70	 
129.2	 176840	 102265	 102265	 -248.3	 0	 -70	 
129.3	 176802	 102240	 102240	 -248.3	 0	 -70	 
129.4	 177005	 102227	 102227	 -248.3	 0	 -70	 
129.5	 177315	 102226	 102226	 -248.3	 0	 -70	 
129.6	 177589	 102225	 102225	 -248.3	 0	 -70	 
129.7	 177730	 102223	 102223	 -248.3	 0	 -70	 
129.8	 177834	 102219	 102219	 -248.3	 0	 -70	 
129.9	 178004	 102219	 102219	 -248.3	 0	 -70	 
130	 178297	 102213	 102213	 -248.3	 0	 -70	 
130.1	 178631	 102215	 102215	 -248.3	 0	 -70	 
130.2	 178858	 102218	 102218	 -248.3	 0	 -70	 
130.3	 178928	 102224	 102224	 -248.3	 0	 -70	 
130.4	 178880	 102225	 102225	 -248.3	 0	 -70	 
130.5	 178856	 102220	 102220	 -248.3	 0	 -70	 
130.6	 178895	 102213	 102213	 -248.3	 0	 -70	 
130.7	 178999	 102213	 102213	 -248.3	 0	 -70	 
130.8	 179020	 102214	 102214	 -248.3	 0	 -70	 
130.9	 178931	 102213	 102213	 -248.3	 0	 -70	 
131	 178704	 102208	 102208	 -248.3	 0	 -70	 
131.1	 178503	 102203	 102203	 -248.3	 0	 -70	 
131.2	 178381	 102200	 102200	 -248.3	 0	 -70	 
131.3	 178364	 102193	 102193	 -248.3	 0	 -70	 
131.4	 178345	 102193	 102193	 -248.3	 0	 -70	 
131.5	 178232	 102191	 102191	 -248.3	 0	 -70	 
131.6	 178013	 102189	 102189	 -248.3	 0	 -70	 
131.7	 177773	 102185	 102185	 -248.3	 0	 -70	 
131.8	 177621	 102182	 102182	 -248.3	 0	 -70	 
131.9	 177566	 102175	 102175	 -248.3	 0	 -70	 
132	 177584	 102176	 102176	 -248.3	 0	 -70	 
132.1	 177559	 102179	 102179	 -248.3	 0	 -70	 
132.2	 177497	 102180	 102180	 -248.3	 0	 -70	 
132.3	 177413	 102186	 102186	 -248.3	 0	 -70	 
132.4	 177375	 102185	 102185	 -248.3	 0	 -70	 
132.5	 177404	 102195	 102195	 -248.3	 0	 -70	 
132.6	 177429	 102202	 102202	 -248.3	 0	 -70	 
132.7	 177407	 102212	 102212	 -248.3	 0	 -70	 
132.8	 177289	 102227	 102227	 -248.3	 0	 -70	 
132.9	 177147	 102235	 102235	 -248.3	 0	 -70	 
133	 177044	 102254	 102254	 -248.3	 0	 -70	 
133.1	 176988	 102264	 102264	 -248.3	 0	 -70	 
133.2	 176944	 102285	 102285	 -248.3	 0	 -70	 
133.3	 176816	 102308	 102308	 -248.3	 0	 -70	 
133.4	 176603	 102330	 102330	 -248.3	 0	 -70	 
133.5	 176328	 102351	 102351	 -248.3	 0	 -70	 
133.6	 176082	 102368	 102368	 -248.3	 0	 -70	 
133.7	 175874	 102390	 102390	 -248.3	 0	 -70	 
133.8	 175681	 102413	 102413	 -248.3	 0	 -70	 
133.9	 175432	 102437	 102437	 -248.3	 0	 -70	 
134	 175127	 102459	 102459	 -248.3	 0	 -70	 
134.1	 174814	 102487	 102487	 -248.3	 0	 -70	 
134.2	 174551	 102505	 102505	 -248.3	 0	 -70	 
134.3	 174384	 102531	 102531	 -248.3	 0	 -70	 
134.4	 174241	 102556	 102556	 -248.3	 0	 -70	 
134.5	 174085	 102579	 102579	 -248.3	 0	 -70	 
134.6	 173863	 102608	 102608	 -248.3	 0	 -70	 
134.7	 173632	 102631	 102631	 -248.3	 0	 -70	 
134.8	 173455	 102659	 102659	 -248.3	 0	 -70	 
134.9	 173360	 102687	 102687	 -248.3	 0	 -70	 
135	 173289	 102713	 102713	 -248.3	 0	 -70	 
135.1	 173185	 102751	 102751	 -248.3	 0	 -70	 
135.2	 172987	 102783	 102783	 -248.3	 0	 -70	 
135.3	 172753	 102817	 102817	 -248.3	 0	 -70	 
135.4	 172520	 102848	 102848	 -248.3	 0	 -70	 
135.5	 172333	 102878	 102878	 -248.3	 0	 -70	 
135.6	 172144	 102918	 102918	 -248.3	 0	 -70	 
135.7	 171900	 102956	 102956	 -248.3	 0	 -70	 
135.8	 171586	 102999	 102999	 -248.3	 0	 -70	 
135.9	 171223	 103037	 103037	 -248.3	 0	 -70	 
136	 170895	 103077	 103077	 -248.3	 0	 -70	 
136.1	 170603	 103117	 103117	 -248.3	 0	 -70	 
136.2	 170341	 103164	 103164	 -248.3	 0	 -70	 
136.3	 170027	 103209	 103209	 -248.3	 0	 -70	 
136.4	 169677	 103259	 103259	 -248.3	 0	 -70	 
136.5	 169295	 103311	 103311	 -248.3	 0	 -70	 
136.6	 168969	 103360	 103360	 -248.3	 0	 -70	 
136.7	 168689	 103412	 103412	 -248.3	 0	 -70	 
136.8	 168441	 103464	 103464	 -248.3	 0	 -70	 
136.9	 168165	 103522	 103522	 -248.3	 0	 -70	 
137	 167865	 103579	 103579	 -248.3	 0	 -70	 
137.1	 167579	 103636	 103636	 -248.3	 0	 -70	 
137.2	 167331	 103696	 103696	 -248.3	 0	 -70	 
137.3	 167122	 103751	 103751	 -248.3	 0	 -70	 
137.4	 166926	 103818	 103818	 -248.3	 0	 -70	 
137.5	 166700	 103882	 103882	 -248.3	 0	 -70	 
137.6	 166458	 103943	 103943	 -248.3	 0	 -70	 
137.7	 166233	 104007	 104007	 -248.3	 0	 -70	 
137.8	 166039	 104071	 104071	 -248.3	 0	 -70	 
137.9	 165855	 104136	 104136	 -248.3	 0	 -70	 
138	 165645	 104202	 104202	 -248.3	 0	 -70	 
138.1	 165376	 104269	 104269	 -248.3	 0	 -70	 
138.2	 165068	 104338	 104338	 -248.3	 0	 -70	 
138.3	 164750	 104407	 104407	 -248.3	 0	 -70	 
138.4	 164438	 104476	 104476	 -248.3	 0	 -70	 
138.5	 164121	 104547	 104547	 -248.3	 0	 -70	 
138.6	 163773	 104621	 104621	 -248.3	 0	 -70	 
138.7	 163386	 104695	 104695	 -248.3	 0	 -70	 
138.8	 163001	 104772	 104772	 -248.3	 0	 -70	 
138.9	 162634	 104847	 104847	 -248.3	 0	 -70	 
139	 162305	 104923	 104923	 -248.3	 0	 -70	 
139.1	 161980	 104996	 104996	 -248.3	 0	 -70	 
139.2	 161654	 105082	 105082	 -248.3	 0	 -70	 
139.3	 161306	 105163	 105163	 -248.3	 0	 -70	 
139.4	 160966	 105243	 105243	 -248.3	 0	 -70	 
139.5	 160648	 105327	 105327	 -248.3	 0	 -70	 
139.6	 160364	 105416	 105416	 -248.3	 0	 -70	 
139.7	 160067	 105499	 105499	 -248.3	 0	 -70	 
139.8	 159764	 105580	 105580	 -248.3	 0	 -70	 
139.9	 159460	 105670	 105670	 -248.3	 0	 -70	 
140	 159161	 105753	 105753	 -248.3	 0	 -70	 
140.1	 158902	 105833	 105833	 -248.3	 0	 -70	 
140.2	 158640	 105924	 105924	 -248.3	 0	 -70	 
140.3	 158375	 106009	 106009	 -248.3	 0	 -70	 
140.4	 158069	 106096	 106096	 -248.3	 0	 -70	 
140.5	 157792	 106192	 106192	 -248.3	 0	 -70	 
140.6	 157508	 106284	 106284	 -248.3	 0	 -70	 
140.7	 157252	 106371	 106371	 -248.3	 0	 -70	 
140.8	 156960	 106461	 106461	 -248.3	 0	 -70	 
140.9	 156657	 106553	 106553	 -248.3	 0	 -70	 
141	 156332	 106652	 106652	 -248.3	 0	 -70	 
141.1	 156016	 106735	 106735	 -248.3	 0	 -70	 
141.2	 155719	 106840	 106840	 -248.3	 0	 -70	 
141.3	 155390	 106931	 106931	 -248.3	 0	 -70	 
141.4	 155053	 107030	 107030	 -248.3	 0	 -70	 
141.5	 150889	 107138	 107138	 -248.3	 0	 -70	 
141.6	 151582	 107135	 107135	 -248.3	 0	 -70	 
141.7	 151733	 107366	 107366	 -248.3	 0	 -70	 
141.8	 154780	 107392	 107392	 -248.3	 0	 -70	 
141.9	 154295	 107574	 107574	 -248.3	 0	 -70	 
142	 152172	 107662	 107662	 -248.3	 0	 -70	 
142.1	 149162	 107794	 107794	 -248.3	 0	 -70	 
142.2	 148683	 107883	 107883	 -248.3	 0	 -70	 
142.3	 150208	 107919	 107919	 -248.3	 0	 -70	 
142.4	 151746	 108013	 108013	 -248.3	 0	 -70	 
142.5	 151170	 108173	 108173	 -248.3	 0	 -70	 
142.6	 148863	 108362	 108362	 -248.3	 0	 -70	 
142.7	 147069	 108462	 108462	 -248.3	 0	 -70	 
142.8	 147232	 108506	 108506	 -248.3	 0	 -70	 
142.9	 148687	 108576	 108576	 -248.3	 0	 -70	 
143	 149267	 108720	 108720	 -248.3	 0	 -70	 
143.1	 148035	 108879	 108879	 -248.3	 0	 -70	 
143.2	 145989	 109007	 109007	 -248.3	 0	 -70	 
143.3	 145012	 109074	 109074	 -248.3	 0	 -70	 
143.4	 145608	 109159	 109159	 -248.3	 0	 -70	 
143.5	 146506	 109281	 109281	 -248.3	 0	 -70	 
143.6	 146157	 109420	 109420	 -248.3	 0	 -70	 
143.7	 144545	 109548	 109548	 -248.3	 0	 -70	 
143.8	 143083	 109661	 109661	 -248.3	 0	 -70	 
143.9	 142913	 109771	 109771	 -248.3	 0	 -70	 
144	 143597	 109873	 109873	 -248.3	 0	 -70	 
144.1	 143767	 109983	 109983	 -248.3	 0	 -70	 
144.2	 142744	 110121	 110121	 -248.3	 0	 -70	 
144.3	 141315	 110262	 110262	 -248.3	 0	 -70	 
144.4	 140679	 110394	 110394	 -248.3	 0	 -70	 
144.5	 141026	 110502	 110502	 -248.3	 0	 -70	 
144.6	 141369	 110609	 110609	 -248.3	 0	 -70	 
144.7	 140818	 110740	 110740	 -248.3	 0	 -70	 
144.8	 139648	 110901	 110901	 -248.3	 0	 -70	 
144.9	 138842	 111045	 111045	 -248.3	 0	 -70	 
145	 138905	 111160	 111160	 -248.3	 0	 -70	 
145.1	 139221	 111254	 111254	 -248.3	 0	 -70	 
145.2	 138975	 111392	 111392	 -248.3	 0	 -70	 
145.3	 138064	 111549	 111549	 -248.3	 0	 -70	 
145.4	 137267	 111702	 111702	 -248.3	 0	 -70	 
145.5	 137128	 111828	 111828	 -248.3	 0	 -70	 
145.6	 137353	 111935	 111935	 -248.3	 0	 -70	 
145.7	 137211	 112064	 112064	 -248.3	 0	 -70	 
145.8	 136487	 112213	 112213	 -248.3	 0	 -70	 
