Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
1.1	 23.8481	 13.786	 -28.6123	 20.3422	 11.7672	 -25.0328	 16.8816	 9.77821	 -21.3929	 13.4698	 7.82146	 -17.6901	 10.1046	 5.8967	 -13.9282	 6.7828	 4	 -10.1139	 256206	 260333	 264469	 268612	 272745	 
1.2	 23.8419	 13.7846	 -28.5982	 20.3261	 11.7654	 -25.0288	 16.8576	 9.77635	 -21.3965	 13.4379	 7.81923	 -17.7013	 10.0671	 5.89437	 -13.9446	 6.74474	 4	 -10.1296	 248488	 252560	 256653	 260766	 264892	 
1.3	 23.8305	 13.784	 -28.5882	 20.3053	 11.7631	 -25.0291	 16.8307	 9.77542	 -21.4022	 13.4041	 7.81853	 -17.7133	 10.0278	 5.89278	 -13.9621	 6.70494	 4	 -10.1469	 236451	 240431	 244454	 248514	 252615	 
1.4	 23.813	 13.7838	 -28.586	 20.2812	 11.7617	 -25.0341	 16.7998	 9.77418	 -21.4137	 13.3686	 7.81798	 -17.7287	 9.98927	 5.89272	 -13.9801	 6.66497	 4	 -10.1662	 233830	 237729	 241691	 245710	 249784	 
1.5	 23.7904	 13.7834	 -28.5928	 20.2541	 11.762	 -25.0451	 16.7668	 9.77303	 -21.431	 13.3328	 7.81748	 -17.7482	 9.9529	 5.89378	 -13.9992	 6.62626	 4	 -10.1878	 240475	 244293	 248190	 252166	 256216	 
1.6	 23.7645	 13.7832	 -28.6079	 20.2246	 11.7634	 -25.0627	 16.7349	 9.77391	 -21.4512	 13.2993	 7.81828	 -17.7699	 9.9189	 5.89492	 -14.0211	 6.59002	 4	 -10.2121	 246455	 250193	 254024	 257953	 261974	 
1.7	 23.7376	 13.7839	 -28.6293	 20.1948	 11.7652	 -25.0863	 16.7057	 9.77757	 -21.4732	 13.2697	 7.82116	 -17.7927	 9.88732	 5.89573	 -14.0469	 6.55715	 4	 -10.2395	 242993	 246638	 250396	 254266	 258250	 
1.8	 23.7115	 13.7862	 -28.6555	 20.1667	 11.7678	 -25.1145	 16.6784	 9.78218	 -21.4997	 13.2427	 7.82506	 -17.8194	 9.85841	 5.89681	 -14.0767	 6.52821	 4	 -10.27	 234327	 237882	 241569	 245383	 249327	 
1.9	 23.6875	 13.7905	 -28.6857	 20.1411	 11.7715	 -25.1467	 16.6517	 9.78547	 -21.5332	 13.2159	 7.82807	 -17.8531	 9.8323	 5.89861	 -14.1106	 6.50337	 4	 -10.3037	 230470	 233953	 237580	 241349	 245263	 
2	 23.6662	 13.7965	 -28.7194	 20.118	 11.7762	 -25.1828	 16.626	 9.78734	 -21.5733	 13.1897	 7.82943	 -17.894	 9.80893	 5.90046	 -14.1485	 6.48243	 4	 -10.3404	 235392	 238836	 242428	 246170	 250067	 
2.1	 23.6472	 13.8037	 -28.7563	 20.0976	 11.7813	 -25.2223	 16.6034	 9.78956	 -21.6164	 13.1668	 7.83015	 -17.9381	 9.78865	 5.9013	 -14.1902	 6.46486	 4	 -10.38	 241874	 245303	 248879	 252611	 256499	 
2.2	 23.6298	 13.8113	 -28.7965	 20.08	 11.7868	 -25.264	 16.5856	 9.79343	 -21.6592	 13.1497	 7.83166	 -17.9815	 9.77215	 5.90101	 -14.234	 6.44993	 4	 -10.4223	 241724	 245152	 248730	 252462	 256343	 
2.3	 23.6138	 13.8186	 -28.8397	 20.065	 11.7928	 -25.307	 16.5727	 9.79835	 -21.7008	 13.1378	 7.83419	 -18.0235	 9.75952	 5.90089	 -14.278	 6.43672	 4	 -10.4669	 235749	 239193	 242785	 246522	 250400	 
2.4	 23.599	 13.8252	 -28.8852	 20.0522	 11.7988	 -25.3508	 16.5628	 9.80289	 -21.7427	 13.1288	 7.83702	 -18.0655	 9.74953	 5.90218	 -14.3217	 6.42426	 4	 -10.5134	 232277	 235760	 239380	 243133	 247015	 
2.5	 23.5856	 13.831	 -28.9316	 20.0413	 11.8039	 -25.3951	 16.5538	 9.80646	 -21.7859	 13.1206	 7.83984	 -18.1083	 9.74029	 5.90467	 -14.3657	 6.41161	 4	 -10.5615	 236123	 239669	 243333	 247115	 251006	 
2.6	 23.5734	 13.8358	 -28.9779	 20.032	 11.8077	 -25.439	 16.5452	 9.80967	 -21.8294	 13.1121	 7.84303	 -18.1516	 9.73033	 5.9072	 -14.4106	 6.39791	 4	 -10.6109	 242991	 246610	 250330	 254146	 258048	 
2.7	 23.5625	 13.8395	 -29.0228	 20.0235	 11.8108	 -25.4817	 16.5371	 9.81324	 -21.8715	 13.1029	 7.8465	 -18.1948	 9.71868	 5.90897	 -14.4567	 6.38248	 4	 -10.6612	 245447	 249132	 252902	 256746	 260653	 
2.8	 23.5526	 13.842	 -29.0656	 20.0144	 11.8139	 -25.5234	 16.5285	 9.81686	 -21.9125	 13.0922	 7.84928	 -18.2383	 9.70457	 5.91003	 -14.5042	 6.36484	 4	 -10.7124	 242095	 245827	 249630	 253489	 257398	 
2.9	 23.5431	 13.8439	 -29.1065	 20.004	 11.8166	 -25.5648	 16.5171	 9.81934	 -21.9549	 13.0786	 7.85052	 -18.2835	 9.68749	 5.91059	 -14.553	 6.34478	 4	 -10.7641	 238434	 242200	 246019	 249886	 253796	 
3	 23.5333	 13.8457	 -29.1459	 19.9917	 11.818	 -25.6069	 16.5019	 9.81983	 -22.0003	 13.0611	 7.85038	 -18.3314	 9.66749	 5.91054	 -14.6032	 6.3223	 4	 -10.8164	 239427	 243218	 247050	 250924	 254839	 
3.1	 23.5223	 13.8476	 -29.1848	 19.9776	 11.818	 -25.65	 16.4837	 9.81871	 -22.048	 13.0401	 7.84949	 -18.3815	 9.64495	 5.91001	 -14.6544	 6.29762	 4	 -10.8692	 243539	 247345	 251189	 255071	 258991	 
3.2	 23.5094	 13.8492	 -29.2243	 19.9616	 11.8175	 -25.6939	 16.464	 9.81728	 -22.096	 13.0171	 7.8484	 -18.4324	 9.62024	 5.90946	 -14.7065	 6.27116	 4	 -10.9226	 245257	 249061	 252907	 256792	 260712	 
3.3	 23.4947	 13.8503	 -29.2653	 19.9438	 11.8175	 -25.7385	 16.4435	 9.81659	 -22.1436	 12.9936	 7.84749	 -18.483	 9.59392	 5.90907	 -14.7595	 6.24346	 4	 -10.9767	 242223	 246007	 249838	 253713	 257627	 
3.4	 23.4784	 13.8508	 -29.3081	 19.9244	 11.8181	 -25.7846	 16.422	 9.81682	 -22.192	 12.9696	 7.8471	 -18.5341	 9.56696	 5.90863	 -14.8134	 6.21514	 4	 -11.0316	 237864	 241614	 245419	 249275	 253177	 
3.5	 23.4613	 13.8513	 -29.3529	 19.9039	 11.8189	 -25.8326	 16.3989	 9.81759	 -22.2425	 12.9446	 7.84736	 -18.5868	 9.54019	 5.90824	 -14.868	 6.18684	 4	 -11.0874	 236744	 240458	 244233	 248065	 251957	 
3.6	 23.4436	 13.8524	 -29.3996	 19.8829	 11.8197	 -25.8828	 16.3749	 9.81857	 -22.2955	 12.9188	 7.84818	 -18.6415	 9.51385	 5.90853	 -14.9235	 6.15917	 4	 -11.1442	 239006	 242684	 246429	 250241	 254121	 
3.7	 23.4256	 13.8543	 -29.4483	 19.8622	 11.8211	 -25.9345	 16.3514	 9.81982	 -22.3502	 12.8936	 7.84957	 -18.6976	 9.48802	 5.90981	 -14.9802	 6.13265	 4	 -11.2022	 240655	 244295	 248011	 251802	 255668	 
3.8	 23.4078	 13.8572	 -29.4989	 19.8421	 11.8235	 -25.9877	 16.3293	 9.8217	 -22.4055	 12.8699	 7.85149	 -18.7545	 9.46307	 5.91143	 -15.0385	 6.10767	 4	 -11.2613	 238866	 242464	 246148	 249916	 253763	 
3.9	 23.3903	 13.861	 -29.5515	 19.8227	 11.8268	 -26.0426	 16.3088	 9.82444	 -22.4618	 12.8478	 7.85361	 -18.8127	 9.43972	 5.91246	 -15.0984	 6.08449	 4	 -11.3216	 235288	 238844	 242495	 246236	 250065	 
4	 23.3736	 13.8656	 -29.6059	 19.8041	 11.8306	 -26.0993	 16.2891	 9.82772	 -22.5201	 12.8271	 7.85542	 -18.8727	 9.41845	 5.91273	 -15.1597	 6.06322	 4	 -11.3831	 233636	 237161	 240784	 244501	 248317	 
4.1	 23.3577	 13.871	 -29.6621	 19.7867	 11.8351	 -26.1576	 16.2702	 9.83091	 -22.5805	 12.8078	 7.85681	 -18.9344	 9.39933	 5.91297	 -15.2219	 6.0438	 4	 -11.4456	 235031	 238539	 242143	 245848	 249655	 
4.2	 23.3425	 13.8767	 -29.72	 19.7706	 11.8399	 -26.217	 16.2529	 9.8338	 -22.6421	 12.7905	 7.85831	 -18.9968	 9.38212	 5.91386	 -15.2845	 6.02606	 4	 -11.5091	 236988	 240489	 244088	 247790	 251593	 
4.3	 23.3279	 13.8825	 -29.7794	 19.7557	 11.8446	 -26.2773	 16.238	 9.83683	 -22.7034	 12.7752	 7.86049	 -19.0589	 9.36644	 5.91532	 -15.3474	 6.00971	 4	 -11.5733	 236845	 240346	 243949	 247653	 251451	 
4.4	 23.3141	 13.888	 -29.8399	 19.7422	 11.8487	 -26.3383	 16.225	 9.84039	 -22.7641	 12.7617	 7.86333	 -19.1206	 9.35191	 5.91684	 -15.4107	 5.99439	 4	 -11.6381	 235001	 238510	 242121	 245827	 249622	 
4.5	 23.3011	 13.8928	 -29.901	 19.7297	 11.8526	 -26.3994	 16.2129	 9.84416	 -22.825	 12.7492	 7.86621	 -19.1823	 9.33825	 5.9181	 -15.4743	 5.97971	 4	 -11.7033	 234053	 237580	 241201	 244912	 248706	 
4.6	 23.2888	 13.8969	 -29.9623	 19.7178	 11.8566	 -26.4604	 16.2008	 9.84752	 -22.8865	 12.7369	 7.86854	 -19.2445	 9.32521	 5.91922	 -15.5378	 5.96527	 4	 -11.7686	 235415	 238967	 242605	 246325	 250124	 
4.7	 23.2771	 13.9003	 -30.0233	 19.7062	 11.8603	 -26.5211	 16.1888	 9.85024	 -22.9481	 12.7245	 7.87025	 -19.3071	 9.3123	 5.92031	 -15.6011	 5.95072	 4	 -11.8339	 237693	 241275	 244934	 248668	 252473	 
4.8	 23.2655	 13.9032	 -30.0838	 19.6946	 11.8632	 -26.5816	 16.177	 9.85242	 -23.0092	 12.7121	 7.87171	 -19.3691	 9.29894	 5.92122	 -15.6643	 5.93576	 4	 -11.899	 238657	 242267	 245949	 249698	 253508	 
4.9	 23.2537	 13.9059	 -30.1436	 19.683	 11.8648	 -26.6418	 16.1652	 9.85404	 -23.0696	 12.6995	 7.87303	 -19.4304	 9.28474	 5.92178	 -15.7275	 5.92017	 4	 -11.9638	 237889	 241522	 245222	 248983	 252797	 
5	 23.2416	 13.908	 -30.2027	 19.6708	 11.8658	 -26.7016	 16.1527	 9.85487	 -23.1298	 12.686	 7.87384	 -19.4917	 9.26967	 5.92205	 -15.7905	 5.90384	 4	 -12.028	 237038	 240692	 244406	 248174	 251992	 
5.1	 23.2292	 13.9093	 -30.2611	 19.6579	 11.8666	 -26.7609	 16.139	 9.85497	 -23.1903	 12.6712	 7.87378	 -19.5533	 9.25381	 5.92213	 -15.853	 5.88673	 4	 -12.0917	 237550	 241220	 244945	 248721	 252545	 
5.2	 23.2164	 13.9101	 -30.3191	 19.6441	 11.8673	 -26.8199	 16.124	 9.85479	 -23.2509	 12.6552	 7.87315	 -19.615	 9.23714	 5.92194	 -15.9152	 5.86893	 4	 -12.1548	 238980	 242663	 246398	 250181	 254011	 
5.3	 23.2031	 13.9103	 -30.3766	 19.6296	 11.8674	 -26.8787	 16.1082	 9.85469	 -23.3111	 12.6385	 7.87264	 -19.6762	 9.21964	 5.92146	 -15.9771	 5.85056	 4	 -12.2172	 239715	 243404	 247144	 250933	 254767	 
5.4	 23.1891	 13.9102	 -30.4338	 19.6143	 11.867	 -26.9373	 16.0919	 9.85463	 -23.3706	 12.6212	 7.8726	 -19.7367	 9.20145	 5.92108	 -16.0386	 5.83183	 4	 -12.279	 239037	 242725	 246466	 250256	 254092	 
5.5	 23.1745	 13.91	 -30.4908	 19.5985	 11.8665	 -26.9958	 16.0751	 9.8544	 -23.4299	 12.6034	 7.87276	 -19.7968	 9.18282	 5.92119	 -16.0995	 5.81298	 4	 -12.3401	 237895	 241577	 245313	 249101	 252938	 
5.6	 23.1595	 13.9097	 -30.5477	 19.5823	 11.8662	 -27.054	 16.0579	 9.85404	 -23.4892	 12.5852	 7.87278	 -19.8569	 9.16409	 5.92164	 -16.1598	 5.79426	 4	 -12.4006	 237620	 241294	 245024	 248808	 252646	 
5.7	 23.1442	 13.9096	 -30.6047	 19.5659	 11.8661	 -27.1122	 16.0402	 9.85385	 -23.5486	 12.5669	 7.87269	 -19.9168	 9.14564	 5.92184	 -16.2197	 5.7759	 4	 -12.4606	 238306	 241970	 245693	 249475	 253313	 
5.8	 23.1287	 13.9098	 -30.6617	 19.5492	 11.8663	 -27.1703	 16.0226	 9.85402	 -23.6076	 12.549	 7.87268	 -19.9762	 9.12776	 5.92156	 -16.2792	 5.7581	 4	 -12.5199	 238878	 242531	 246247	 250026	 253864	 
5.9	 23.113	 13.9103	 -30.7187	 19.5327	 11.8667	 -27.2282	 16.0057	 9.85446	 -23.666	 12.5318	 7.87274	 -20.035	 9.11058	 5.9212	 -16.3382	 5.74103	 4	 -12.5786	 238496	 242138	 245849	 249624	 253461	 
6	 23.0974	 13.9111	 -30.7757	 19.5165	 11.8674	 -27.2858	 15.9893	 9.85491	 -23.7239	 12.5153	 7.87284	 -20.0932	 9.09408	 5.92123	 -16.3965	 5.72478	 4	 -12.6367	 237607	 241240	 244943	 248714	 252552	 
6.1	 23.0818	 13.9122	 -30.8327	 19.5007	 11.8683	 -27.3432	 15.9735	 9.85526	 -23.7815	 12.4996	 7.87308	 -20.1509	 9.07833	 5.9216	 -16.4541	 5.7094	 4	 -12.6942	 237277	 240903	 244602	 248372	 252210	 
6.2	 23.0664	 13.9134	 -30.8896	 19.4854	 11.869	 -27.4002	 15.9582	 9.8557	 -23.8388	 12.4843	 7.87355	 -20.2081	 9.06344	 5.92193	 -16.511	 5.69487	 4	 -12.7509	 237858	 241483	 245183	 248954	 252794	 
6.3	 23.0514	 13.9145	 -30.9462	 19.4706	 11.8698	 -27.4568	 15.9434	 9.85647	 -23.8953	 12.4698	 7.87417	 -20.2644	 9.0494	 5.92213	 -16.5672	 5.68109	 4	 -12.8069	 238692	 242321	 246025	 249800	 253644	 
6.4	 23.0367	 13.9153	 -31.0024	 19.4561	 11.8708	 -27.5127	 15.9293	 9.85749	 -23.9508	 12.4561	 7.87478	 -20.3197	 9.03605	 5.92236	 -16.6223	 5.66797	 4	 -12.862	 238963	 242599	 246310	 250091	 253940	 
6.5	 23.0222	 13.9159	 -31.058	 19.442	 11.8719	 -27.5676	 15.9158	 9.85846	 -24.0052	 12.4431	 7.87536	 -20.3739	 9.02322	 5.9227	 -16.6765	 5.65532	 4	 -12.9161	 238753	 242400	 246120	 249909	 253763	 
6.6	 23.0078	 13.9164	 -31.1129	 19.4283	 11.8726	 -27.6217	 15.9027	 9.85913	 -24.0587	 12.4305	 7.87594	 -20.427	 9.01075	 5.92304	 -16.7295	 5.643	 4	 -12.9692	 238767	 242427	 246157	 249955	 253816	 
6.7	 22.9935	 13.9167	 -31.1668	 19.4148	 11.8727	 -27.6748	 15.8898	 9.8594	 -24.1112	 12.4179	 7.87636	 -20.479	 8.99849	 5.92328	 -16.7814	 5.63081	 4	 -13.0211	 239448	 243124	 246869	 250677	 254546	 
6.8	 22.9792	 13.9167	 -31.2195	 19.4014	 11.8725	 -27.7268	 15.8768	 9.85931	 -24.1626	 12.4053	 7.87644	 -20.53	 8.98623	 5.92339	 -16.832	 5.6186	 4	 -13.0718	 240403	 244099	 247859	 251679	 255556	 
6.9	 22.9648	 13.9163	 -31.2711	 19.3878	 11.8722	 -27.7775	 15.8638	 9.85891	 -24.2128	 12.3927	 7.87611	 -20.5797	 8.97383	 5.9233	 -16.8814	 5.60622	 4	 -13.1211	 240962	 244676	 248452	 252284	 256169	 
7	 22.9503	 13.9154	 -31.3214	 19.3739	 11.8717	 -27.827	 15.8507	 9.85831	 -24.2615	 12.38	 7.8755	 -20.6281	 8.96116	 5.92296	 -16.9296	 5.59358	 4	 -13.1691	 240983	 244713	 248503	 252346	 256240	 
7.1	 22.9356	 13.9141	 -31.3703	 19.3597	 11.8707	 -27.8752	 15.837	 9.85753	 -24.3091	 12.3667	 7.87478	 -20.6752	 8.9481	 5.9224	 -16.9764	 5.5806	 4	 -13.2156	 240934	 244680	 248482	 252336	 256237	 
7.2	 22.9206	 13.9125	 -31.4178	 19.3451	 11.8691	 -27.9222	 15.8228	 9.85644	 -24.3555	 12.3528	 7.874	 -20.7211	 8.93452	 5.92189	 -17.0219	 5.56726	 4	 -13.2606	 241263	 245022	 248836	 252699	 256608	 
7.3	 22.9053	 13.9105	 -31.4639	 19.3302	 11.8672	 -27.9679	 15.808	 9.85495	 -24.4008	 12.3383	 7.87313	 -20.7659	 8.92038	 5.92157	 -17.066	 5.55356	 4	 -13.3041	 241856	 245627	 249451	 253323	 257240	 
7.4	 22.8896	 13.9082	 -31.5088	 19.3147	 11.8653	 -28.0123	 15.7927	 9.85328	 -24.4449	 12.3232	 7.87217	 -20.8093	 8.90576	 5.92132	 -17.1087	 5.53955	 4	 -13.3461	 242235	 246014	 249846	 253726	 257650	 
7.5	 22.8735	 13.9057	 -31.5523	 19.2987	 11.8632	 -28.0555	 15.7771	 9.85171	 -24.4875	 12.3079	 7.87113	 -20.8513	 8.89085	 5.92084	 -17.15	 5.5253	 4	 -13.3866	 242162	 245948	 249785	 253671	 257602	 
7.6	 22.8571	 13.9032	 -31.5945	 19.2824	 11.8611	 -28.0973	 15.761	 9.85028	 -24.5287	 12.2923	 7.87003	 -20.892	 8.87579	 5.92008	 -17.19	 5.51089	 4	 -13.4256	 241921	 245709	 249551	 253441	 257377	 
7.7	 22.8404	 13.9008	 -31.6355	 19.2658	 11.8591	 -28.1379	 15.7446	 9.84874	 -24.5688	 12.2764	 7.86885	 -20.9313	 8.86062	 5.91929	 -17.2285	 5.49643	 4	 -13.4631	 241949	 245740	 249584	 253478	 257419	 
7.8	 22.8234	 13.8986	 -31.6751	 19.249	 11.8572	 -28.1772	 15.7282	 9.84703	 -24.6076	 12.2605	 7.86763	 -20.9694	 8.84538	 5.91873	 -17.2655	 5.482	 4	 -13.4991	 242260	 246052	 249898	 253796	 257742	 
7.9	 22.8062	 13.8966	 -31.7134	 19.2321	 11.8554	 -28.2151	 15.7117	 9.84536	 -24.645	 12.2445	 7.8665	 -21.006	 8.83016	 5.91834	 -17.3011	 5.46769	 4	 -13.5336	 242544	 246335	 250183	 254084	 258035	 
8	 22.789	 13.8949	 -31.7503	 19.2153	 11.8537	 -28.2516	 15.6953	 9.84401	 -24.6809	 12.2288	 7.86561	 -21.0411	 8.81512	 5.91791	 -17.3353	 5.45355	 4	 -13.5668	 242536	 246327	 250176	 254080	 258034	 
8.1	 22.7719	 13.8934	 -31.7858	 19.1986	 11.8523	 -28.2867	 15.6791	 9.84302	 -24.7152	 12.2133	 7.86493	 -21.0746	 8.80036	 5.91741	 -17.368	 5.43964	 4	 -13.5985	 242381	 246172	 250022	 253928	 257885	 
8.2	 22.755	 13.8921	 -31.8199	 19.182	 11.8514	 -28.3202	 15.6632	 9.84232	 -24.748	 12.198	 7.86437	 -21.1067	 8.78587	 5.91702	 -17.3992	 5.42596	 4	 -13.6288	 242406	 246197	 250049	 253958	 257919	 
8.3	 22.7383	 13.8911	 -31.8525	 19.1657	 11.8508	 -28.3521	 15.6474	 9.84182	 -24.7793	 12.1829	 7.86393	 -21.1372	 8.77163	 5.91688	 -17.4289	 5.41253	 4	 -13.6577	 242740	 246533	 250388	 254300	 258265	 
8.4	 22.7219	 13.8904	 -31.8834	 19.1497	 11.8503	 -28.3824	 15.632	 9.84149	 -24.809	 12.1682	 7.86376	 -21.1662	 8.75764	 5.91688	 -17.4571	 5.3993	 4	 -13.6852	 243161	 246958	 250816	 254732	 258701	 
8.5	 22.7057	 13.8903	 -31.9126	 19.1342	 11.85	 -28.4111	 15.6171	 9.84138	 -24.837	 12.1539	 7.86389	 -21.1935	 8.74394	 5.91694	 -17.4838	 5.3862	 4	 -13.7114	 243300	 247101	 250964	 254884	 258857	 
8.6	 22.6898	 13.8904	 -31.9401	 19.119	 11.85	 -28.438	 15.6025	 9.84147	 -24.8632	 12.1398	 7.86408	 -21.2191	 8.73043	 5.91702	 -17.509	 5.37323	 4	 -13.7362	 243263	 247066	 250931	 254853	 258829	 
8.7	 22.6742	 13.8907	 -31.9659	 19.104	 11.8504	 -28.4631	 15.5882	 9.84176	 -24.8877	 12.1261	 7.86419	 -21.2432	 8.71708	 5.91713	 -17.5327	 5.3603	 4	 -13.7595	 243642	 247454	 251327	 255256	 259236	 
8.8	 22.6589	 13.8911	 -31.9899	 19.0892	 11.8511	 -28.4864	 15.574	 9.84219	 -24.9105	 12.1124	 7.86431	 -21.2656	 8.70386	 5.9172	 -17.5548	 5.34738	 4	 -13.7814	 243883	 247700	 251577	 255509	 259493	 
8.9	 22.6438	 13.8917	 -32.0121	 19.0747	 11.8517	 -28.5079	 15.5599	 9.84272	 -24.9317	 12.0989	 7.86463	 -21.2864	 8.69069	 5.91725	 -17.5754	 5.3344	 4	 -13.8019	 244352	 248179	 252063	 256002	 259991	 
9	 22.6288	 13.8923	 -32.0325	 19.0603	 11.8522	 -28.5279	 15.546	 9.84325	 -24.9511	 12.0853	 7.8651	 -21.3056	 8.67742	 5.91743	 -17.5944	 5.32131	 4	 -13.8208	 244393	 248225	 252114	 256057	 260049	 
9.1	 22.6139	 13.8928	 -32.0513	 19.0459	 11.8526	 -28.5462	 15.5321	 9.84371	 -24.969	 12.0716	 7.86557	 -21.3232	 8.66394	 5.9178	 -17.6119	 5.30807	 4	 -13.8383	 244501	 248340	 252236	 256184	 260180	 
9.2	 22.599	 13.8932	 -32.0686	 19.0315	 11.8531	 -28.5629	 15.518	 9.84409	 -24.9854	 12.0578	 7.86594	 -21.3394	 8.65028	 5.91816	 -17.628	 5.29465	 4	 -13.8543	 244512	 248355	 252255	 256206	 260204	 
9.3	 22.5842	 13.8933	 -32.0843	 19.0169	 11.8534	 -28.5782	 15.5037	 9.84441	 -25.0005	 12.0438	 7.8662	 -21.3542	 8.63646	 5.91829	 -17.6427	 5.28103	 4	 -13.8689	 244762	 248610	 252514	 256469	 260470	 
9.4	 22.5692	 13.8932	 -32.0987	 19.0022	 11.8535	 -28.5922	 15.4892	 9.84464	 -25.0142	 12.0295	 7.86631	 -21.3678	 8.62248	 5.91819	 -17.656	 5.26723	 4	 -13.882	 244926	 248777	 252683	 256640	 260643	 
9.5	 22.554	 13.893	 -32.1117	 18.9873	 11.8533	 -28.605	 15.4745	 9.84461	 -25.0267	 12.015	 7.86622	 -21.3801	 8.60826	 5.91808	 -17.6681	 5.25326	 4	 -13.8938	 245010	 248863	 252771	 256729	 260734	 
9.6	 22.5387	 13.8927	 -32.1234	 18.9722	 11.853	 -28.6166	 15.4596	 9.84422	 -25.038	 12.0004	 7.86597	 -21.3911	 8.59383	 5.91805	 -17.6789	 5.23915	 4	 -13.9043	 244899	 248751	 252659	 256618	 260624	 
9.7	 22.5233	 13.8924	 -32.1338	 18.9569	 11.8525	 -28.627	 15.4445	 9.84361	 -25.0483	 11.9855	 7.86561	 -21.401	 8.57924	 5.91797	 -17.6884	 5.22495	 4	 -13.9134	 244836	 248687	 252595	 256555	 260562	 
9.8	 22.5079	 13.892	 -32.143	 18.9415	 11.8519	 -28.6362	 15.4293	 9.84302	 -25.0574	 11.9705	 7.86517	 -21.4098	 8.56459	 5.9177	 -17.6968	 5.21069	 4	 -13.9213	 244850	 248698	 252605	 256564	 260572	 
9.9	 22.4926	 13.8917	 -32.1508	 18.9262	 11.8513	 -28.6442	 15.414	 9.84253	 -25.0653	 11.9555	 7.86468	 -21.4175	 8.54991	 5.91732	 -17.704	 5.19643	 4	 -13.928	 244950	 248796	 252700	 256659	 260668	 
