Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
1	 0.00109946	 -8.32887	 -37.1405	 0.00409121	 -8.2577	 -31.7401	 0.00304914	 -8.18948	 -26.3395	 -0.0119766	 -8.12381	 -20.9389	 -0.0418914	 -8.06062	 -15.5382	 -0.0823447	 -8	 -10.1376	 133937	 139685	 145429	 151155	 156867	 
1.1	 0.00226128	 -8.32577	 -37.1598	 0.00392707	 -8.25537	 -31.7593	 -0.0047498	 -8.18774	 -26.3587	 -0.030254	 -8.12271	 -20.9582	 -0.0685522	 -8.06015	 -15.5576	 -0.117069	 -8	 -10.157	 134476	 140230	 145967	 151686	 157389	 
1.2	 0.00352815	 -8.32255	 -37.1805	 -0.000308865	 -8.25299	 -31.78	 -0.0194378	 -8.18599	 -26.3794	 -0.05408	 -8.12163	 -20.9789	 -0.10016	 -8.05974	 -15.5783	 -0.155092	 -8	 -10.1778	 135198	 140954	 146685	 152397	 158091	 
1.3	 0.0037708	 -8.31925	 -37.2032	 -0.0104791	 -8.25052	 -31.8027	 -0.0404635	 -8.18426	 -26.4022	 -0.0827156	 -8.12059	 -21.0017	 -0.135685	 -8.0593	 -15.6012	 -0.194853	 -8	 -10.2007	 136002	 141756	 147480	 153184	 158870	 
1.4	 0.00108425	 -8.31587	 -37.2287	 -0.0267468	 -8.24794	 -31.8282	 -0.0664538	 -8.18256	 -26.4277	 -0.115595	 -8.11956	 -21.0272	 -0.173608	 -8.05878	 -15.6268	 -0.234775	 -8	 -10.2263	 136775	 142527	 148245	 153939	 159616	 
1.5	 -0.00662666	 -8.31244	 -37.2574	 -0.0477052	 -8.24531	 -31.857	 -0.0961348	 -8.18082	 -26.4566	 -0.151713	 -8.11849	 -21.0561	 -0.212335	 -8.05818	 -15.6557	 -0.273418	 -8	 -10.2552	 137551	 143303	 149016	 154701	 160370	 
1.6	 -0.0206432	 -8.30899	 -37.2901	 -0.0717214	 -8.24269	 -31.8897	 -0.128446	 -8.17898	 -26.4894	 -0.189387	 -8.11732	 -21.089	 -0.250517	 -8.05756	 -15.6886	 -0.30957	 -8	 -10.2881	 138184	 143937	 149644	 155321	 160984	 
1.7	 -0.0407842	 -8.30554	 -37.3271	 -0.0981335	 -8.24006	 -31.9269	 -0.162178	 -8.17701	 -26.5266	 -0.22668	 -8.11601	 -21.1262	 -0.286987	 -8.05696	 -15.7258	 -0.342322	 -8	 -10.3252	 138500	 144249	 149950	 155622	 161281	 
1.8	 -0.0656581	 -8.30209	 -37.3688	 -0.127169	 -8.2374	 -31.9685	 -0.195943	 -8.17493	 -26.5683	 -0.261962	 -8.11459	 -21.168	 -0.320575	 -8.05633	 -15.7675	 -0.371115	 -8	 -10.3669	 138362	 144099	 149794	 155464	 161123	 
1.9	 -0.0934968	 -8.29861	 -37.415	 -0.158832	 -8.23464	 -32.0148	 -0.228632	 -8.17277	 -26.6146	 -0.294144	 -8.11312	 -21.2142	 -0.350172	 -8.05562	 -15.8137	 -0.395771	 -8	 -10.413	 137759	 143479	 149169	 154840	 160503	 
2	 -0.122836	 -8.29504	 -37.4656	 -0.191994	 -8.23175	 -32.0655	 -0.259735	 -8.17057	 -26.6652	 -0.322616	 -8.11162	 -21.2649	 -0.375057	 -8.05482	 -15.8643	 -0.416484	 -8	 -10.4636	 136769	 142473	 148156	 153831	 159502	 
2.1	 -0.152684	 -8.29133	 -37.5205	 -0.224587	 -8.22876	 -32.1203	 -0.289053	 -8.16833	 -26.72	 -0.347197	 -8.11009	 -21.3196	 -0.395233	 -8.05396	 -15.919	 -0.433765	 -8	 -10.5183	 135460	 141154	 146832	 152511	 158193	 
2.2	 -0.182344	 -8.28738	 -37.579	 -0.254621	 -8.22566	 -32.1789	 -0.316074	 -8.16605	 -26.7786	 -0.368143	 -8.10853	 -21.3781	 -0.411505	 -8.05313	 -15.9775	 -0.448362	 -8	 -10.5767	 133875	 139565	 145241	 150925	 156615	 
2.3	 -0.211195	 -8.28315	 -37.6408	 -0.281062	 -8.22245	 -32.2406	 -0.339781	 -8.16368	 -26.8403	 -0.386044	 -8.10692	 -21.4398	 -0.425222	 -8.05236	 -16.0391	 -0.461171	 -8	 -10.6384	 132115	 137802	 143482	 149170	 154863	 
2.4	 -0.238633	 -8.27863	 -37.7053	 -0.303905	 -8.21907	 -32.305	 -0.359216	 -8.1612	 -26.9047	 -0.401534	 -8.10531	 -21.5041	 -0.437812	 -8.05163	 -16.1034	 -0.473161	 -8	 -10.7027	 130319	 136004	 141694	 147384	 153074	 
2.5	 -0.264138	 -8.2738	 -37.7718	 -0.323627	 -8.21543	 -32.3715	 -0.374323	 -8.1586	 -26.9711	 -0.415044	 -8.1037	 -21.5705	 -0.450308	 -8.0509	 -16.1699	 -0.485284	 -8	 -10.7691	 128650	 134335	 140034	 145727	 151411	 
2.6	 -0.287365	 -8.26867	 -37.84	 -0.340685	 -8.21149	 -32.4397	 -0.386264	 -8.15585	 -27.0392	 -0.426865	 -8.10206	 -21.6386	 -0.463094	 -8.05011	 -16.238	 -0.498398	 -8	 -10.8372	 127219	 132906	 138609	 144304	 149983	 
2.7	 -0.308171	 -8.26326	 -37.9094	 -0.355486	 -8.20726	 -32.509	 -0.396858	 -8.15294	 -27.1085	 -0.437494	 -8.1003	 -21.7079	 -0.47607	 -8.04926	 -16.3073	 -0.513188	 -8	 -10.9065	 125995	 131682	 137380	 143075	 148750	 
2.8	 -0.326603	 -8.25757	 -37.9796	 -0.368673	 -8.2028	 -32.5792	 -0.40765	 -8.14982	 -27.1787	 -0.44787	 -8.09834	 -21.7781	 -0.489184	 -8.04832	 -16.3774	 -0.53012	 -8	 -10.9768	 124963	 130648	 136337	 142026	 147697	 
2.9	 -0.342904	 -8.25161	 -38.0505	 -0.381222	 -8.19817	 -32.65	 -0.419381	 -8.14645	 -27.2495	 -0.459219	 -8.09615	 -21.8489	 -0.502996	 -8.04729	 -16.4483	 -0.549423	 -8	 -11.0476	 124151	 129830	 135509	 141185	 146847	 
3	 -0.357542	 -8.24541	 -38.1219	 -0.394127	 -8.19335	 -32.7214	 -0.432238	 -8.14283	 -27.3208	 -0.472625	 -8.09375	 -21.9203	 -0.518758	 -8.04613	 -16.5197	 -0.57109	 -8	 -11.1191	 123575	 129246	 134914	 140574	 146217	 
3.1	 -0.371204	 -8.23898	 -38.1938	 -0.407958	 -8.18832	 -32.7933	 -0.446445	 -8.13899	 -27.3927	 -0.488767	 -8.09116	 -21.9922	 -0.537824	 -8.04484	 -16.5916	 -0.594898	 -8	 -11.191	 123227	 128890	 134547	 140188	 145807	 
3.2	 -0.384696	 -8.23234	 -38.2664	 -0.422801	 -8.18304	 -32.8658	 -0.462538	 -8.13499	 -27.4653	 -0.507986	 -8.08845	 -22.0647	 -0.560767	 -8.04344	 -16.6641	 -0.620437	 -8	 -11.2636	 123064	 128721	 134365	 139986	 145582	 
3.3	 -0.398757	 -8.22549	 -38.3397	 -0.438648	 -8.1775	 -32.9391	 -0.481142	 -8.13085	 -27.5386	 -0.530424	 -8.08565	 -22.138	 -0.586961	 -8.04201	 -16.7375	 -0.64716	 -8	 -11.337	 123010	 128661	 134289	 139890	 145469	 
3.4	 -0.413903	 -8.21839	 -38.4139	 -0.455847	 -8.17177	 -33.0134	 -0.502585	 -8.1266	 -27.6129	 -0.55592	 -8.08281	 -22.2124	 -0.614967	 -8.04058	 -16.8118	 -0.674436	 -8	 -11.4113	 123002	 128645	 134256	 139839	 145410	 
3.5	 -0.430406	 -8.21103	 -38.4893	 -0.475124	 -8.16593	 -33.0888	 -0.526732	 -8.12225	 -27.6883	 -0.583759	 -8.07995	 -22.2878	 -0.643377	 -8.03919	 -16.8873	 -0.701621	 -8	 -11.4867	 122997	 128626	 134222	 139793	 145362	 
3.6	 -0.448392	 -8.20339	 -38.566	 -0.497126	 -8.15999	 -33.1655	 -0.553085	 -8.11784	 -27.7651	 -0.612688	 -8.07711	 -22.3646	 -0.671369	 -8.03783	 -16.9641	 -0.728108	 -8	 -11.5635	 122957	 128570	 134153	 139719	 145290	 
3.7	 -0.467954	 -8.19549	 -38.6442	 -0.521874	 -8.15396	 -33.2438	 -0.580929	 -8.11341	 -27.8433	 -0.641383	 -8.07426	 -22.4428	 -0.69861	 -8.03647	 -17.0423	 -0.753372	 -8	 -11.6416	 122837	 128434	 134009	 139578	 145152	 
3.8	 -0.48917	 -8.18734	 -38.724	 -0.548582	 -8.14778	 -33.3236	 -0.6094	 -8.10898	 -27.9231	 -0.669012	 -8.0714	 -22.5226	 -0.724829	 -8.03508	 -17.122	 -0.777008	 -8	 -11.7214	 122592	 128178	 133749	 139324	 144903	 
3.9	 -0.512005	 -8.17897	 -38.8053	 -0.575963	 -8.14142	 -33.4049	 -0.63755	 -8.10452	 -28.0045	 -0.695378	 -8.06851	 -22.604	 -0.749565	 -8.03365	 -17.2033	 -0.798756	 -8	 -11.8026	 122197	 127780	 133352	 138932	 144520	 
4	 -0.536198	 -8.17043	 -38.8881	 -0.60277	 -8.13488	 -33.4878	 -0.664499	 -8.09992	 -28.0873	 -0.720534	 -8.06556	 -22.6868	 -0.772339	 -8.03218	 -17.2861	 -0.818509	 -8	 -11.8854	 121667	 127252	 132831	 138416	 144014	 
4.1	 -0.561239	 -8.16171	 -38.9723	 -0.62823	 -8.12817	 -33.572	 -0.689626	 -8.09512	 -28.1715	 -0.744281	 -8.06252	 -22.7709	 -0.792956	 -8.03069	 -17.3703	 -0.836319	 -8	 -11.9695	 121035	 126624	 132212	 137804	 143415	 
4.2	 -0.586467	 -8.15283	 -39.0577	 -0.652147	 -8.12127	 -33.6573	 -0.712634	 -8.09008	 -28.2568	 -0.766035	 -8.05932	 -22.8562	 -0.811576	 -8.02917	 -17.4555	 -0.852368	 -8	 -12.0547	 120323	 125916	 131514	 137118	 142740	 
4.3	 -0.611233	 -8.14376	 -39.144	 -0.674688	 -8.11417	 -33.7435	 -0.733474	 -8.08481	 -28.3431	 -0.785197	 -8.05594	 -22.9424	 -0.828448	 -8.02758	 -17.5417	 -0.866945	 -8	 -12.1409	 119557	 125151	 130758	 136379	 142010	 
4.4	 -0.635052	 -8.13449	 -39.2309	 -0.696042	 -8.10685	 -33.8304	 -0.752217	 -8.07936	 -28.4299	 -0.801622	 -8.05235	 -23.0293	 -0.843634	 -8.02587	 -17.6285	 -0.880414	 -8	 -12.2277	 118769	 124365	 129981	 135616	 141257	 
4.5	 -0.657658	 -8.12501	 -39.3181	 -0.716169	 -8.0993	 -33.9176	 -0.769013	 -8.07374	 -28.517	 -0.815751	 -8.04858	 -23.1164	 -0.857055	 -8.024	 -17.7156	 -0.893177	 -8	 -12.3148	 117996	 123593	 129218	 134863	 140515	 
4.6	 -0.678976	 -8.11529	 -39.4053	 -0.7348	 -8.09155	 -34.0048	 -0.784117	 -8.06795	 -28.6042	 -0.828324	 -8.04468	 -23.2035	 -0.868846	 -8.02199	 -17.8028	 -0.905638	 -8	 -12.4019	 117277	 122880	 128510	 134162	 139823	 
4.7	 -0.699024	 -8.10532	 -39.4923	 -0.751678	 -8.08362	 -34.0917	 -0.797882	 -8.06199	 -28.6911	 -0.840004	 -8.04067	 -23.2904	 -0.879661	 -8.01992	 -17.8896	 -0.918167	 -8	 -12.4888	 116642	 122251	 127886	 133539	 139203	 
4.8	 -0.717824	 -8.09512	 -39.5787	 -0.76684	 -8.0755	 -34.1781	 -0.810669	 -8.05589	 -28.7774	 -0.851269	 -8.03658	 -23.3767	 -0.890552	 -8.01786	 -17.9759	 -0.931071	 -8	 -12.5751	 116110	 121724	 127360	 133014	 138673	 
4.9	 -0.735378	 -8.08469	 -39.6643	 -0.78071	 -8.0672	 -34.2637	 -0.822787	 -8.04966	 -28.863	 -0.862563	 -8.03245	 -23.4623	 -0.902475	 -8.01586	 -18.0615	 -0.944572	 -8	 -12.6607	 115688	 121304	 126942	 132592	 138242	 
5	 -0.751705	 -8.07407	 -39.749	 -0.793926	 -8.05873	 -34.3484	 -0.834587	 -8.04336	 -28.9477	 -0.87443	 -8.02833	 -23.547	 -0.915825	 -8.01391	 -18.1462	 -0.958799	 -8	 -12.7454	 115384	 121000	 126637	 132281	 137921	 
5.1	 -0.766903	 -8.06327	 -39.8327	 -0.807046	 -8.05014	 -34.4321	 -0.84661	 -8.03702	 -29.0314	 -0.887387	 -8.02425	 -23.6306	 -0.930388	 -8.01196	 -18.2299	 -0.973783	 -8	 -12.8291	 115202	 120815	 126448	 132084	 137717	 
5.2	 -0.781183	 -8.05233	 -39.9153	 -0.820398	 -8.04147	 -34.5146	 -0.859569	 -8.03068	 -29.1139	 -0.901677	 -8.0202	 -23.7132	 -0.945713	 -8.00997	 -18.3124	 -0.989467	 -8	 -12.9116	 115128	 120739	 126365	 131992	 137623	 
5.3	 -0.794857	 -8.04126	 -39.9967	 -0.83417	 -8.03279	 -34.596	 -0.874046	 -8.02438	 -29.1953	 -0.917184	 -8.01614	 -23.7946	 -0.961517	 -8.00796	 -18.3938	 -1.00571	 -8	 -12.993	 115145	 120754	 126370	 131991	 137620	 
5.4	 -0.808283	 -8.03012	 -40.077	 -0.848571	 -8.02414	 -34.6763	 -0.89012	 -8.01811	 -29.2756	 -0.933623	 -8.01204	 -23.8749	 -0.977812	 -8.00593	 -18.4741	 -1.02232	 -8	 -13.0733	 115228	 120835	 126443	 132061	 137688	 
5.5	 -0.821827	 -8.01896	 -40.1561	 -0.86383	 -8.01552	 -34.7555	 -0.907306	 -8.01184	 -29.3548	 -0.950771	 -8.0079	 -23.954	 -0.994713	 -8.00391	 -18.5533	 -1.03905	 -8	 -13.1525	 115352	 120955	 126561	 132176	 137800	 
5.6	 -0.835827	 -8.00783	 -40.2342	 -0.880009	 -8.00691	 -34.8335	 -0.924902	 -8.00553	 -29.4329	 -0.968506	 -8.00375	 -24.0321	 -1.01219	 -8.00189	 -18.6314	 -1.05567	 -8	 -13.2306	 115497	 121097	 126704	 132318	 137941	 
5.7	 -0.850544	 -7.99678	 -40.3112	 -0.896847	 -7.99829	 -34.9106	 -0.942453	 -7.99917	 -29.5099	 -0.986639	 -7.99961	 -24.1092	 -1.02994	 -7.99987	 -18.7084	 -1.07194	 -8	 -13.3076	 115640	 121240	 126850	 132465	 138089	 
5.8	 -0.866094	 -7.98583	 -40.3872	 -0.91388	 -7.98964	 -34.9866	 -0.9599	 -7.99279	 -29.5859	 -1.00479	 -7.99549	 -24.1852	 -1.04749	 -7.99783	 -18.7844	 -1.08766	 -8	 -13.3835	 115771	 121373	 126985	 132603	 138232	 
5.9	 -0.882399	 -7.97498	 -40.4621	 -0.930764	 -7.98098	 -35.0615	 -0.977331	 -7.98641	 -29.6608	 -1.02249	 -7.99135	 -24.2601	 -1.06432	 -7.9958	 -18.8593	 -1.10266	 -8	 -13.4585	 115880	 121486	 127100	 132724	 138361	 
6	 -0.899208	 -7.96422	 -40.536	 -0.947493	 -7.97238	 -35.1354	 -0.994641	 -7.98005	 -29.7347	 -1.03931	 -7.98717	 -24.334	 -1.08004	 -7.99377	 -18.9332	 -1.11686	 -8	 -13.5324	 115956	 121563	 127181	 132813	 138459	 
6.1	 -0.916206	 -7.95356	 -40.6088	 -0.964276	 -7.9639	 -35.2082	 -1.01146	 -7.97374	 -29.8075	 -1.05503	 -7.98298	 -24.4068	 -1.09448	 -7.99173	 -19.006	 -1.13022	 -8	 -13.6051	 116005	 121613	 127236	 132876	 138531	 
6.2	 -0.933139	 -7.94301	 -40.6803	 -0.981176	 -7.95557	 -35.2797	 -1.02741	 -7.96748	 -29.8791	 -1.0696	 -7.97882	 -24.4783	 -1.10774	 -7.98967	 -19.0775	 -1.14277	 -8	 -13.6767	 116026	 121636	 127265	 132913	 138577	 
6.3	 -0.949868	 -7.9326	 -40.7506	 -0.997867	 -7.94737	 -35.35	 -1.04233	 -7.96131	 -29.9494	 -1.08305	 -7.97471	 -24.5486	 -1.12006	 -7.9876	 -19.1478	 -1.15459	 -8	 -13.7469	 116029	 121641	 127277	 132933	 138602	 
6.4	 -0.966334	 -7.92237	 -40.8195	 -1.01377	 -7.93927	 -35.4189	 -1.05633	 -7.95526	 -30.0182	 -1.09552	 -7.97068	 -24.6175	 -1.1317	 -7.98557	 -19.2167	 -1.16581	 -8	 -13.8158	 116019	 121637	 127279	 132941	 138614	 
6.5	 -0.982463	 -7.91237	 -40.8868	 -1.02843	 -7.93127	 -35.4862	 -1.06951	 -7.94935	 -30.0855	 -1.10728	 -7.96675	 -24.6848	 -1.14287	 -7.98361	 -19.284	 -1.1766	 -8	 -13.8831	 116014	 121640	 127287	 132952	 138630	 
6.6	 -0.99811	 -7.9026	 -40.9524	 -1.04186	 -7.92341	 -35.5518	 -1.08192	 -7.94357	 -30.1511	 -1.11864	 -7.96295	 -24.7504	 -1.15367	 -7.98176	 -19.3496	 -1.18714	 -8	 -13.9487	 116028	 121660	 127311	 132979	 138660	 
6.7	 -1.01309	 -7.89309	 -41.0162	 -1.05446	 -7.91579	 -35.6156	 -1.09356	 -7.93791	 -30.2149	 -1.12978	 -7.95929	 -24.8142	 -1.16427	 -7.98	 -19.4134	 -1.19761	 -8	 -14.0125	 116067	 121702	 127358	 133029	 138711	 
6.8	 -1.02725	 -7.88383	 -41.0781	 -1.0667	 -7.90844	 -35.6775	 -1.10461	 -7.93241	 -30.2768	 -1.14069	 -7.95576	 -24.876	 -1.17484	 -7.97831	 -19.4752	 -1.20818	 -8	 -14.0744	 116149	 121786	 127445	 133118	 138802	 
6.9	 -1.0406	 -7.87486	 -41.1379	 -1.07884	 -7.90137	 -35.7372	 -1.11545	 -7.92714	 -30.3365	 -1.15131	 -7.95235	 -24.9358	 -1.18554	 -7.97665	 -19.535	 -1.21901	 -8	 -14.1342	 116281	 121919	 127580	 133255	 138939	 
7	 -1.05323	 -7.86617	 -41.1955	 -1.09083	 -7.89458	 -35.7948	 -1.12647	 -7.92215	 -30.3942	 -1.16177	 -7.94903	 -24.9934	 -1.19641	 -7.97502	 -19.5926	 -1.23021	 -8	 -14.1918	 116463	 122103	 127765	 133442	 139127	 
7.1	 -1.06534	 -7.85778	 -41.2508	 -1.10256	 -7.88804	 -35.8502	 -1.1378	 -7.91741	 -30.4495	 -1.17245	 -7.94585	 -25.0488	 -1.20745	 -7.97342	 -19.648	 -1.24185	 -8	 -14.2472	 116699	 122343	 128005	 133682	 139368	 
7.2	 -1.07713	 -7.8497	 -41.304	 -1.11404	 -7.88177	 -35.9033	 -1.14935	 -7.91286	 -30.5027	 -1.18371	 -7.94282	 -25.1019	 -1.21878	 -7.97188	 -19.7012	 -1.25396	 -8	 -14.3004	 116989	 122636	 128299	 133976	 139662	 
7.3	 -1.08874	 -7.84192	 -41.3547	 -1.12539	 -7.87575	 -35.9541	 -1.161	 -7.90846	 -30.5535	 -1.19569	 -7.93997	 -25.1528	 -1.23069	 -7.97045	 -19.752	 -1.26653	 -8	 -14.3512	 117327	 122976	 128642	 134318	 140003	 
7.4	 -1.10027	 -7.83445	 -41.4032	 -1.13681	 -7.86996	 -36.0026	 -1.17275	 -7.90419	 -30.602	 -1.20823	 -7.93726	 -25.2013	 -1.24344	 -7.96915	 -19.8005	 -1.27954	 -8	 -14.3997	 117707	 123359	 129027	 134704	 140388	 
7.5	 -1.1118	 -7.82726	 -41.4494	 -1.14848	 -7.86436	 -36.0488	 -1.18478	 -7.9001	 -30.6482	 -1.22111	 -7.93466	 -25.2475	 -1.25702	 -7.96795	 -19.8467	 -1.2929	 -8	 -14.446	 116419	 122083	 127759	 133442	 139129	 
7.6	 -1.12339	 -7.82034	 -41.4932	 -1.16047	 -7.85895	 -36.0927	 -1.19727	 -7.89619	 -30.692	 -1.23427	 -7.93216	 -25.2914	 -1.27104	 -7.96681	 -19.8907	 -1.30653	 -8	 -14.4899	 115280	 120938	 126611	 132292	 137979	 
7.7	 -1.13512	 -7.81369	 -41.5349	 -1.17282	 -7.85376	 -36.1343	 -1.21028	 -7.89248	 -30.7337	 -1.24778	 -7.92977	 -25.3331	 -1.285	 -7.96565	 -19.9324	 -1.32033	 -8	 -14.5316	 116483	 122138	 127807	 133488	 139177	 
7.8	 -1.14708	 -7.80728	 -41.5743	 -1.18556	 -7.84881	 -36.1738	 -1.22376	 -7.88891	 -30.7732	 -1.26161	 -7.92746	 -25.3725	 -1.29864	 -7.96447	 -19.9718	 -1.33422	 -8	 -14.571	 117650	 123312	 128987	 134672	 140366	 
7.9	 -1.15937	 -7.80112	 -41.6116	 -1.19866	 -7.84408	 -36.211	 -1.23754	 -7.88546	 -30.8104	 -1.27553	 -7.9252	 -25.4098	 -1.31212	 -7.96329	 -20.0091	 -1.34811	 -8	 -14.6083	 118362	 124026	 129702	 135390	 141087	 
8	 -1.17208	 -7.79524	 -41.6466	 -1.21209	 -7.83955	 -36.2461	 -1.25143	 -7.88211	 -30.8455	 -1.28934	 -7.92297	 -25.4449	 -1.32576	 -7.96218	 -20.0442	 -1.36193	 -8	 -14.6434	 118874	 124540	 130219	 135910	 141609	 
8.1	 -1.18524	 -7.78965	 -41.6796	 -1.22574	 -7.83517	 -36.279	 -1.26522	 -7.87885	 -30.8785	 -1.303	 -7.92077	 -25.4778	 -1.33968	 -7.96113	 -20.0771	 -1.37565	 -8	 -14.6764	 119219	 124888	 130571	 136265	 141966	 
8.2	 -1.19885	 -7.78433	 -41.7104	 -1.2395	 -7.83092	 -36.3099	 -1.27882	 -7.87567	 -30.9093	 -1.31664	 -7.91867	 -25.5087	 -1.35369	 -7.96014	 -20.108	 -1.38924	 -8	 -14.7072	 119457	 125130	 130816	 136513	 142216	 
8.3	 -1.21283	 -7.77928	 -41.739	 -1.25324	 -7.82682	 -36.3386	 -1.2923	 -7.87259	 -30.938	 -1.33039	 -7.91668	 -25.5374	 -1.36748	 -7.95916	 -20.1367	 -1.40271	 -8	 -14.7359	 119636	 125311	 131000	 136699	 142407	 
8.4	 -1.22706	 -7.77445	 -41.7666	 -1.26696	 -7.8229	 -36.3659	 -1.30586	 -7.86965	 -30.9652	 -1.34416	 -7.91479	 -25.5644	 -1.3809	 -7.9582	 -20.1635	 -1.41607	 -8	 -14.7625	 149291	 154489	 159725	 165072	 170590	 
8.5	 -1.24158	 -7.76977	 -41.7901	 -1.28074	 -7.81911	 -36.3896	 -1.3196	 -7.8668	 -30.9891	 -1.35764	 -7.91287	 -25.5885	 -1.394	 -7.95719	 -20.1879	 -1.42942	 -8	 -14.7872	 116279	 121422	 126705	 132131	 137704	 
8.6	 -1.25604	 -7.76519	 -41.8131	 -1.29483	 -7.81552	 -36.4125	 -1.33345	 -7.8641	 -31.0119	 -1.37086	 -7.91098	 -25.6112	 -1.40708	 -7.95624	 -20.2105	 -1.44275	 -8	 -14.8097	 128653	 134423	 140185	 145935	 151672	 
8.7	 -1.27035	 -7.76069	 -41.8331	 -1.30927	 -7.81213	 -36.4327	 -1.34727	 -7.86156	 -31.0321	 -1.38403	 -7.90921	 -25.6315	 -1.42035	 -7.95539	 -20.2308	 -1.45614	 -8	 -14.8301	 120594	 126144	 131741	 137382	 143065	 
8.8	 -1.2845	 -7.75625	 -41.8514	 -1.32378	 -7.80887	 -36.4509	 -1.36105	 -7.85916	 -31.0504	 -1.39745	 -7.90764	 -25.6497	 -1.43383	 -7.95464	 -20.2491	 -1.46964	 -8	 -14.8483	 123716	 129353	 135015	 140700	 146406	 
8.9	 -1.29856	 -7.75186	 -41.8674	 -1.33797	 -7.80563	 -36.4669	 -1.37491	 -7.85691	 -31.0663	 -1.41127	 -7.90627	 -25.6657	 -1.44751	 -7.95396	 -20.2651	 -1.48331	 -8	 -14.8643	 122503	 128111	 133752	 139423	 145123	 
9	 -1.31253	 -7.74751	 -41.8812	 -1.35168	 -7.80237	 -36.4807	 -1.38895	 -7.85476	 -31.0802	 -1.42546	 -7.90504	 -25.6796	 -1.46146	 -7.95337	 -20.2789	 -1.4972	 -8	 -14.8782	 123357	 128979	 134630	 140309	 146014	 
