Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 Node11px 	 Node11py 	 Node11pz 	 Node12px 	 Node12py 	 Node12pz 	 Node13px 	 Node13py 	 Node13pz 	 Node14px 	 Node14py 	 Node14pz 	 Node15px 	 Node15py 	 Node15pz 	 Node16px 	 Node16py 	 Node16pz 	 Node17px 	 Node17py 	 Node17pz 	 Node18px 	 Node18py 	 Node18pz 	 Node19px 	 Node19py 	 Node19pz 	 Node20px 	 Node20py 	 Node20pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 Seg5Te 	 Seg6Te 	 Seg7Te 	 Seg8Te 	 Seg9Te 	 Seg10Te 	 Seg11Te 	 Seg12Te 	 Seg13Te 	 Seg14Te 	 Seg15Te 	 Seg16Te 	 Seg17Te 	 Seg18Te 	 Seg19Te 	 
1	 124	 -215	 -70	 117.649	 -203.256	 -70.0137	 111.298	 -191.511	 -70.0139	 104.947	 -179.767	 -70.0139	 98.5954	 -168.023	 -70.0139	 92.2442	 -156.278	 -70.0139	 85.8929	 -144.534	 -70.0139	 79.5416	 -132.789	 -70.0137	 73.1902	 -121.044	 -70.0054	 66.8393	 -109.3	 -69.8509	 60.5279	 -97.6295	 -68.3534	 54.2944	 -86.1027	 -65.7921	 48.1538	 -74.7478	 -62.3798	 42.1238	 -63.5972	 -58.1858	 36.2207	 -52.6815	 -53.2575	 30.4573	 -42.024	 -47.6458	 24.8448	 -31.6453	 -41.3949	 19.3881	 -21.5536	 -34.5628	 14.0934	 -11.7566	 -27.1952	 8.97294	 -2.26907	 -19.317	 4.05321	 6.9	 -10.9487	 89041.5	 90534.1	 93425	 97512.1	 102475	 107887	 113260	 118121	 122107	 125698	 129151	 132384	 135501	 138733	 142309	 146411	 151174	 156683	 163017	 170303	 
1.1	 124	 -215	 -70	 117.649	 -203.256	 -70.0137	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.596	 -168.024	 -70.0139	 92.2449	 -156.28	 -70.0139	 85.8938	 -144.535	 -70.0139	 79.5426	 -132.791	 -70.0138	 73.1914	 -121.047	 -70.0061	 66.8403	 -109.302	 -69.9481	 60.5251	 -97.6243	 -68.5272	 54.2899	 -86.0944	 -65.9864	 48.1492	 -74.7391	 -62.5768	 42.1193	 -63.589	 -58.3826	 36.2165	 -52.6737	 -53.454	 30.4532	 -42.0163	 -47.843	 24.8407	 -31.6376	 -41.5928	 19.3844	 -21.546	 -34.7611	 14.0914	 -11.7497	 -27.392	 8.97779	 -2.26696	 -19.5042	 4.07523	 6.9	 -11.1243	 72607.3	 73911.3	 76438.5	 80016.3	 84370.3	 89133.2	 93884.7	 98216.5	 101807	 104970	 108088	 111094	 114055	 117170	 120643	 124639	 129280	 134650	 140837	 147957	 
1.2	 124	 -215	 -70	 117.649	 -203.256	 -70.0137	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.5963	 -168.024	 -70.0139	 92.2454	 -156.28	 -70.0139	 85.8944	 -144.536	 -70.0139	 79.5433	 -132.792	 -70.0138	 73.1922	 -121.048	 -70.0068	 66.8411	 -109.304	 -70.0026	 60.5195	 -97.6139	 -68.7183	 54.2822	 -86.0802	 -66.2006	 48.1413	 -74.7246	 -62.794	 42.1117	 -63.5748	 -58.5992	 36.2091	 -52.66	 -53.6699	 30.446	 -42.003	 -48.0587	 24.8337	 -31.6244	 -41.8088	 19.378	 -21.5329	 -34.9769	 14.0873	 -11.7381	 -27.6046	 8.98159	 -2.25918	 -19.7075	 4.10079	 6.9	 -11.3066	 62521.5	 63592.1	 65701.4	 68744.7	 72500.7	 76629.7	 80728.8	 84421.8	 87438.3	 90077	 92863.8	 95722.4	 98668.5	 101907	 105674	 110168	 115482	 121592	 128405	 135824	 
1.3	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.5963	 -168.024	 -70.0139	 92.2453	 -156.28	 -70.0139	 85.8943	 -144.536	 -70.0139	 79.5433	 -132.792	 -70.0138	 73.1923	 -121.048	 -70.0075	 66.8412	 -109.304	 -70.003	 60.5109	 -97.5981	 -68.9243	 54.2714	 -86.0601	 -66.4332	 48.13	 -74.7038	 -63.0299	 42.1006	 -63.5544	 -58.8341	 36.1984	 -52.6401	 -53.9037	 30.4356	 -41.9836	 -48.2913	 24.8234	 -31.605	 -42.0415	 19.3686	 -21.514	 -35.2085	 14.0808	 -11.7212	 -27.8317	 8.98425	 -2.24532	 -19.9252	 4.12899	 6.9	 -11.4947	 64249.3	 65057	 66616.2	 68810.3	 71461.1	 74340.1	 77195.8	 79794.6	 81963.1	 83896.9	 86308.1	 89147.4	 92261.5	 95738.8	 99675.8	 104149	 109195	 114843	 121148	 128189	 
1.4	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.5958	 -168.023	 -70.0139	 92.2447	 -156.279	 -70.0139	 85.8935	 -144.535	 -70.0139	 79.5424	 -132.79	 -70.0138	 73.1912	 -121.046	 -70.0081	 66.84	 -109.302	 -70.0035	 60.5022	 -97.5821	 -69.1369	 54.2595	 -86.0382	 -66.6796	 48.1175	 -74.6807	 -63.2807	 42.0881	 -63.5313	 -59.0842	 36.186	 -52.6172	 -54.1526	 30.4234	 -41.9611	 -48.5387	 24.8113	 -31.5823	 -42.2886	 19.3574	 -21.4915	 -35.4539	 14.073	 -11.7007	 -28.0716	 8.98693	 -2.22727	 -20.155	 4.15893	 6.9	 -11.689	 80668.9	 81424.3	 82876.3	 84905	 87332.9	 89937.9	 92481.8	 94747.7	 96578	 98109.9	 100228	 103037	 106185	 109716	 113701	 118199	 123238	 128847	 135090	 142070	 
1.5	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.511	 -70.0139	 104.946	 -179.767	 -70.0139	 98.5953	 -168.022	 -70.0139	 92.2441	 -156.278	 -70.0139	 85.8928	 -144.533	 -70.0139	 79.5415	 -132.789	 -70.0138	 73.1903	 -121.044	 -70.0087	 66.839	 -109.3	 -70.004	 60.4955	 -97.5696	 -69.3404	 54.2485	 -86.0178	 -66.9307	 48.1055	 -74.6584	 -63.5387	 42.076	 -63.5088	 -59.3421	 36.1738	 -52.5947	 -54.4099	 30.4114	 -41.9388	 -48.7947	 24.7995	 -31.5598	 -42.5445	 19.3466	 -21.4694	 -35.708	 14.0664	 -11.6804	 -28.3198	 8.99255	 -2.20964	 -20.3918	 4.18983	 6.9	 -11.8922	 94521.5	 95342.7	 96917.7	 99109.5	 101714	 104477	 107121	 109396	 111118	 112341	 114176	 116849	 119837	 123172	 126937	 131203	 136012	 141411	 147480	 154368	 
1.6	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.512	 -70.0139	 104.947	 -179.767	 -70.0139	 98.5955	 -168.023	 -70.0139	 92.2443	 -156.279	 -70.0139	 85.8931	 -144.534	 -70.0139	 79.5419	 -132.79	 -70.0138	 73.1907	 -121.045	 -70.0092	 66.8394	 -109.3	 -70.0045	 60.4922	 -97.5635	 -69.5241	 54.2395	 -86.0013	 -67.18	 48.0952	 -74.6394	 -63.7989	 42.0655	 -63.4895	 -59.6037	 36.1634	 -52.5754	 -54.6715	 30.4012	 -41.9198	 -49.0558	 24.7895	 -31.5405	 -42.8059	 19.338	 -21.4505	 -35.9679	 14.063	 -11.6633	 -28.5737	 9.00324	 -2.19599	 -20.6327	 4.22085	 6.9	 -12.1072	 87116.8	 88116.5	 90040.6	 92733.7	 95958.4	 99409.8	 102751	 105666	 107916	 109449	 111444	 114181	 117124	 120314	 123866	 127883	 132434	 137593	 143466	 150238	 
1.7	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.5963	 -168.024	 -70.0139	 92.2454	 -156.28	 -70.0139	 85.8944	 -144.536	 -70.0139	 79.5433	 -132.792	 -70.0138	 73.1922	 -121.048	 -70.0096	 66.8411	 -109.304	 -70.0052	 60.4918	 -97.5627	 -69.6921	 54.2326	 -85.9884	 -67.4287	 48.0865	 -74.6234	 -64.0627	 42.0566	 -63.473	 -59.8701	 36.1545	 -52.559	 -54.9387	 30.3926	 -41.9036	 -49.3231	 24.7813	 -31.5242	 -43.0739	 19.3315	 -21.4347	 -36.2344	 14.0628	 -11.6492	 -28.8344	 9.01839	 -2.18622	 -20.8792	 4.25102	 6.9	 -12.3354	 62654.5	 63751.1	 65877.5	 68888.6	 72550.2	 76544.5	 80503	 84064	 86937.8	 88985.2	 91177.3	 93842.7	 96582.7	 99466.7	 102649	 106271	 110436	 115250	 120841	 127413	 
1.8	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.299	 -191.513	 -70.0139	 104.948	 -179.769	 -70.0139	 98.5971	 -168.026	 -70.0139	 92.2463	 -156.282	 -70.0139	 85.8955	 -144.538	 -70.0139	 79.5447	 -132.795	 -70.0138	 73.1938	 -121.051	 -70.01	 66.8429	 -109.307	 -70.0059	 60.4923	 -97.5637	 -69.8612	 54.2264	 -85.977	 -67.6838	 48.0784	 -74.6082	 -64.3356	 42.0481	 -63.4573	 -60.1463	 36.1461	 -52.5433	 -55.2159	 30.3844	 -41.8881	 -49.6007	 24.7735	 -31.5086	 -43.352	 19.3259	 -21.4196	 -36.511	 14.0641	 -11.6355	 -29.105	 9.03507	 -2.17712	 -21.1352	 4.27925	 6.9	 -12.5761	 40148	 41164.3	 43153.2	 46010.1	 49549.2	 53496.4	 57512.4	 61243.4	 64388	 66760.1	 68986.3	 71514.2	 74061.1	 76705.1	 79614.6	 82946.8	 86826.1	 91371.6	 96722.5	 103079	 
1.9	 124	 -215	 -70	 117.649	 -203.257	 -70.0138	 111.299	 -191.513	 -70.0139	 104.948	 -179.77	 -70.0139	 98.5973	 -168.026	 -70.0139	 92.2466	 -156.283	 -70.0139	 85.896	 -144.539	 -70.0139	 79.5453	 -132.796	 -70.0138	 73.1948	 -121.053	 -70.0104	 66.8442	 -109.309	 -70.0066	 60.4937	 -97.5663	 -70.0028	 54.2187	 -85.9628	 -67.9502	 48.0689	 -74.5907	 -64.6205	 42.0385	 -63.4395	 -60.4347	 36.1366	 -52.5258	 -55.5052	 30.3753	 -41.8709	 -49.8904	 24.765	 -31.4915	 -43.6419	 19.3196	 -21.4029	 -36.7993	 14.0651	 -11.6197	 -29.3872	 9.05059	 -2.16578	 -21.4033	 4.30457	 6.9	 -12.827	 36595.8	 37054.4	 37687.7	 37915.6	 36943.7	 34079.4	 29290.5	 23655	 19070.2	 17002	 17440.6	 21173.7	 27759.9	 37519.2	 49053	 60403.6	 70329	 78675.8	 86007.4	 93082.4	 
2	 124	 -215	 -70	 117.65	 -203.258	 -70.0138	 111.3	 -191.515	 -70.0139	 104.95	 -179.773	 -70.0139	 98.5998	 -168.031	 -70.0139	 92.2497	 -156.288	 -70.0139	 85.8996	 -144.546	 -70.0139	 79.5495	 -132.804	 -70.0138	 73.1995	 -121.061	 -70.0107	 66.8496	 -109.319	 -70.0073	 60.4996	 -97.5771	 -70.0038	 54.2052	 -85.9379	 -68.2393	 48.0541	 -74.5633	 -64.9235	 42.0237	 -63.412	 -60.7394	 36.1221	 -52.4989	 -55.8096	 30.3613	 -41.8448	 -50.1944	 24.7521	 -31.4661	 -43.9453	 19.3094	 -21.3785	 -37.1007	 14.0624	 -11.5967	 -29.683	 9.06122	 -2.14753	 -21.6868	 4.32638	 6.9	 -13.0865	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3264.56	 7885.85	 12290.6	 17140	 22320.2	 27809.1	 33657	 39987.9	 
2.1	 124	 -215	 -70	 117.65	 -203.259	 -70.0138	 111.301	 -191.517	 -70.0139	 104.951	 -179.776	 -70.0139	 98.6017	 -168.034	 -70.0139	 92.252	 -156.293	 -70.0139	 85.9023	 -144.551	 -70.0139	 79.5525	 -132.809	 -70.0138	 73.2026	 -121.067	 -70.011	 66.8525	 -109.325	 -70.0079	 60.5021	 -97.5818	 -70.0047	 54.1892	 -85.9083	 -68.5536	 48.0367	 -74.5312	 -65.2461	 42.0061	 -63.3796	 -61.0622	 36.1047	 -52.4665	 -56.1313	 30.3441	 -41.8126	 -50.5148	 24.7355	 -31.434	 -44.2643	 19.295	 -21.3466	 -37.417	 14.0545	 -11.5653	 -29.9934	 9.0645	 -2.1195	 -21.9857	 4.34382	 6.9	 -13.3477	 0	 0	 0	 0	 0	 0	 0	 0	 0	 6113.26	 13681.1	 17584.9	 21769.5	 26025.1	 30504.2	 35354.2	 40618	 46260.7	 52246.3	 58620.3	 
2.2	 124	 -215	 -70	 117.65	 -203.258	 -70.0138	 111.301	 -191.517	 -70.0139	 104.951	 -179.775	 -70.0139	 98.6004	 -168.032	 -70.0139	 92.2499	 -156.289	 -70.0139	 85.8993	 -144.546	 -70.0139	 79.5488	 -132.802	 -70.0138	 73.1983	 -121.059	 -70.0113	 66.8477	 -109.316	 -70.0085	 60.4972	 -97.5727	 -70.0054	 54.1695	 -85.8717	 -68.8733	 48.0157	 -74.4924	 -65.5753	 41.9851	 -63.3407	 -61.3909	 36.0839	 -52.4281	 -56.4584	 30.3237	 -41.7746	 -50.8403	 24.716	 -31.3965	 -44.5881	 19.2779	 -21.3096	 -37.7379	 14.044	 -11.5289	 -30.3088	 9.06373	 -2.0872	 -22.2901	 4.3571	 6.9	 -13.6108	 0	 0	 0	 0	 16181.5	 18435.9	 19370.8	 20498.5	 21784.9	 23065.7	 24370.8	 26589.8	 29649.1	 33126.6	 36991	 41229.9	 45843.9	 50855.5	 56328.1	 62416.7	 
2.3	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.512	 -70.0139	 104.947	 -179.768	 -70.0139	 98.5958	 -168.023	 -70.0139	 92.2448	 -156.279	 -70.0139	 85.8938	 -144.535	 -70.0139	 79.5427	 -132.791	 -70.0138	 73.1918	 -121.047	 -70.0116	 66.8408	 -109.303	 -70.009	 60.4898	 -97.5591	 -70.006	 54.1509	 -85.8374	 -69.1859	 47.9947	 -74.4535	 -65.906	 41.9638	 -63.3014	 -61.7216	 36.0627	 -52.3889	 -56.7877	 30.3028	 -41.7356	 -51.168	 24.6959	 -31.3577	 -44.9139	 19.2604	 -21.271	 -38.0608	 14.0328	 -11.4909	 -30.6261	 9.06086	 -2.05413	 -22.596	 4.36665	 6.9	 -13.8755	 80592.5	 80543.5	 80415.3	 80138.1	 79593.5	 78619.5	 77040.1	 74715.1	 71592.6	 67742.8	 63478.8	 60242.2	 58694.7	 58001.2	 58270.3	 59569.5	 61911.3	 65284.5	 69704.4	 75316.3	 
2.4	 124	 -215	 -70	 117.649	 -203.256	 -70.0138	 111.298	 -191.511	 -70.0139	 104.947	 -179.767	 -70.0139	 98.5955	 -168.023	 -70.0139	 92.2443	 -156.279	 -70.0139	 85.8932	 -144.534	 -70.0139	 79.542	 -132.79	 -70.0138	 73.1908	 -121.045	 -70.0118	 66.8397	 -109.301	 -70.0095	 60.4885	 -97.5566	 -70.0063	 54.1426	 -85.8221	 -69.4569	 47.9799	 -74.4262	 -66.2279	 41.9481	 -63.2723	 -62.047	 36.0466	 -52.3588	 -57.113	 30.2864	 -41.7046	 -51.4927	 24.68	 -31.326	 -45.2371	 19.247	 -21.2384	 -38.381	 14.0255	 -11.4581	 -30.94	 9.06023	 -2.02807	 -22.8957	 4.37314	 6.9	 -14.1428	 89713.4	 90014.1	 90602.2	 91450.1	 92515.5	 93741.6	 95059	 96389	 97649	 98757.5	 99726.8	 102611	 107548	 112807	 118241	 123797	 129458	 135252	 141288	 147894	 
