Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Seg0Te 	 Seg1Te 	 Seg2Te 	 Seg3Te 	 Seg4Te 	 
17.9	 -26.0592	 13.7009	 -33.4196	 -22.6263	 11.6934	 -29.7642	 -19.2523	 9.72013	 -26.036	 -15.9362	 7.78046	 -22.2387	 -12.6771	 5.87387	 -18.3759	 -9.47423	 4	 -14.4505	 221379	 225152	 229021	 232984	 237039	 
18	 -26.0667	 13.7011	 -33.4618	 -22.6337	 11.6935	 -29.8064	 -19.2597	 9.72015	 -26.0782	 -15.9437	 7.78042	 -22.2809	 -12.6849	 5.87385	 -18.418	 -9.48214	 4	 -14.4924	 221049	 224819	 228685	 232645	 236695	 
18.1	 -26.0742	 13.7012	 -33.5053	 -22.6412	 11.6936	 -29.8501	 -19.2672	 9.72011	 -26.122	 -15.9513	 7.78035	 -22.3246	 -12.6925	 5.87382	 -18.4616	 -9.48989	 4	 -14.5359	 220739	 224507	 228371	 232326	 236372	 
18.2	 -26.0818	 13.7014	 -33.5502	 -22.6487	 11.6936	 -29.8951	 -19.2747	 9.72003	 -26.1671	 -15.9588	 7.78027	 -22.3697	 -12.7	 5.87375	 -18.5066	 -9.49748	 4	 -14.5809	 220440	 224206	 228066	 232019	 236060	 
18.3	 -26.0895	 13.7016	 -33.5963	 -22.6563	 11.6935	 -29.9415	 -19.2822	 9.71993	 -26.2135	 -15.9663	 7.78018	 -22.4162	 -12.7075	 5.87368	 -18.5531	 -9.50489	 4	 -14.6274	 220144	 223909	 227767	 231715	 235752	 
18.4	 -26.0972	 13.7019	 -33.6436	 -22.6639	 11.6936	 -29.989	 -19.2897	 9.71986	 -26.2612	 -15.9737	 7.78008	 -22.4639	 -12.7148	 5.87362	 -18.6009	 -9.51211	 4	 -14.6753	 219863	 223627	 227482	 231427	 235459	 
18.5	 -26.1049	 13.7024	 -33.692	 -22.6715	 11.6938	 -30.0376	 -19.2972	 9.71987	 -26.31	 -15.981	 7.78	 -22.513	 -12.722	 5.87358	 -18.6501	 -9.51914	 4	 -14.7246	 219600	 223362	 227215	 231157	 235185	 
18.6	 -26.1126	 13.7031	 -33.7414	 -22.679	 11.6942	 -30.0873	 -19.3046	 9.72	 -26.36	 -15.9882	 7.78	 -22.5632	 -12.729	 5.87355	 -18.7005	 -9.52597	 4	 -14.7751	 219347	 223107	 226959	 230897	 234920	 
18.7	 -26.1202	 13.7039	 -33.7918	 -22.6865	 11.6947	 -30.138	 -19.3118	 9.7203	 -26.411	 -15.9952	 7.78013	 -22.6145	 -12.7358	 5.87357	 -18.752	 -9.53258	 4	 -14.8268	 219114	 222874	 226723	 230659	 234678	 
18.8	 -26.1277	 13.705	 -33.843	 -22.6938	 11.6955	 -30.1897	 -19.3189	 9.7208	 -26.4631	 -16.0021	 7.78042	 -22.6668	 -12.7424	 5.87368	 -18.8046	 -9.53897	 4	 -14.8797	 218880	 222639	 226487	 230420	 234435	 
18.9	 -26.1352	 13.7063	 -33.8952	 -22.7009	 11.6964	 -30.2423	 -19.3258	 9.72149	 -26.516	 -16.0087	 7.78086	 -22.7202	 -12.7488	 5.87391	 -18.8583	 -9.54512	 4	 -14.9336	 218672	 222431	 226277	 230207	 234218	 
19	 -26.1424	 13.7078	 -33.9481	 -22.7079	 11.6976	 -30.2957	 -19.3325	 9.72237	 -26.5699	 -16.0152	 7.78146	 -22.7744	 -12.755	 5.87424	 -18.9128	 -9.55104	 4	 -14.9885	 218484	 222243	 226088	 230015	 234023	 
19.1	 -26.1496	 13.7095	 -34.0018	 -22.7147	 11.6991	 -30.3499	 -19.339	 9.72346	 -26.6245	 -16.0214	 7.78221	 -22.8294	 -12.7609	 5.87462	 -18.9683	 -9.55672	 4	 -15.0444	 218314	 222074	 225918	 229843	 233847	 
19.2	 -26.1565	 13.7114	 -34.0562	 -22.7213	 11.7006	 -30.4048	 -19.3452	 9.72472	 -26.6798	 -16.0273	 7.78306	 -22.8852	 -12.7666	 5.87503	 -19.0246	 -9.56215	 4	 -15.1011	 218161	 221920	 225764	 229687	 233688	 
19.3	 -26.1634	 13.7134	 -34.1112	 -22.7278	 11.7024	 -30.4603	 -19.3513	 9.72609	 -26.7359	 -16.0331	 7.784	 -22.9419	 -12.7721	 5.8755	 -19.0817	 -9.56734	 4	 -15.1586	 217924	 221683	 225525	 229447	 233444	 
19.4	 -26.1701	 13.7155	 -34.1668	 -22.734	 11.7041	 -30.5165	 -19.3572	 9.72749	 -26.7927	 -16.0386	 7.78496	 -22.9991	 -12.7773	 5.87599	 -19.1395	 -9.57227	 4	 -15.2169	 217719	 221475	 225314	 229232	 233225	 
19.5	 -26.1767	 13.7176	 -34.2229	 -22.7401	 11.7059	 -30.5732	 -19.3629	 9.72886	 -26.85	 -16.0439	 7.7859	 -23.057	 -12.7823	 5.87647	 -19.1978	 -9.57692	 4	 -15.2757	 217933	 221693	 225534	 229452	 233444	 
19.6	 -26.1831	 13.7197	 -34.2794	 -22.7461	 11.7077	 -30.6303	 -19.3684	 9.73021	 -26.9077	 -16.0491	 7.78682	 -23.1153	 -12.787	 5.87695	 -19.2566	 -9.58131	 4	 -15.3351	 217831	 221594	 225436	 229354	 233345	 
19.7	 -26.1894	 13.7216	 -34.3363	 -22.752	 11.7093	 -30.6878	 -19.3738	 9.73149	 -26.9658	 -16.054	 7.7877	 -23.1739	 -12.7916	 5.87739	 -19.3158	 -9.58542	 4	 -15.3949	 217582	 221346	 225189	 229106	 233094	 
19.8	 -26.1956	 13.7233	 -34.3935	 -22.7577	 11.7107	 -30.7456	 -19.3791	 9.73264	 -27.0241	 -16.0588	 7.7885	 -23.2329	 -12.7959	 5.87778	 -19.3754	 -9.58925	 4	 -15.455	 217517	 221285	 225130	 229047	 233035	 
19.9	 -26.2016	 13.7248	 -34.451	 -22.7632	 11.712	 -30.8037	 -19.3841	 9.73361	 -27.0828	 -16.0634	 7.78916	 -23.2921	 -12.7999	 5.87811	 -19.4352	 -9.5928	 4	 -15.5154	 217549	 221318	 225164	 229081	 233068	 
20	 -26.2074	 13.7262	 -34.5087	 -22.7685	 11.7131	 -30.8619	 -19.389	 9.7344	 -27.1416	 -16.0678	 7.78968	 -23.3515	 -12.8038	 5.87839	 -19.4952	 -9.59608	 4	 -15.576	 217717	 221491	 225339	 229258	 233244	 
20.1	 -26.213	 13.7273	 -34.5665	 -22.7737	 11.714	 -30.9203	 -19.3936	 9.73504	 -27.2006	 -16.0719	 7.79009	 -23.4111	 -12.8074	 5.87861	 -19.5553	 -9.59908	 4	 -15.6366	 217670	 221446	 225295	 229215	 233201	 
20.2	 -26.2183	 13.7283	 -34.6243	 -22.7787	 11.7146	 -30.9787	 -19.3981	 9.73552	 -27.2595	 -16.0758	 7.7904	 -23.4706	 -12.8107	 5.87875	 -19.6154	 -9.60182	 4	 -15.6973	 217635	 221414	 225266	 229188	 233174	 
20.3	 -26.2234	 13.7291	 -34.6822	 -22.7833	 11.7152	 -31.0371	 -19.4023	 9.73587	 -27.3185	 -16.0794	 7.79061	 -23.5301	 -12.8137	 5.87882	 -19.6754	 -9.60428	 4	 -15.7578	 217640	 221423	 225278	 229200	 233187	 
20.4	 -26.228	 13.7298	 -34.7401	 -22.7876	 11.7156	 -31.0954	 -19.4061	 9.73612	 -27.3773	 -16.0827	 7.79071	 -23.5894	 -12.8165	 5.87886	 -19.7353	 -9.60649	 4	 -15.8182	 217820	 221608	 225466	 229391	 233379	 
20.5	 -26.2323	 13.7304	 -34.7978	 -22.7915	 11.716	 -31.1536	 -19.4096	 9.73629	 -27.436	 -16.0857	 7.79077	 -23.6486	 -12.819	 5.8789	 -19.7949	 -9.60843	 4	 -15.8783	 217963	 221756	 225618	 229545	 233536	 
20.6	 -26.2361	 13.7309	 -34.8554	 -22.795	 11.7163	 -31.2116	 -19.4127	 9.73646	 -27.4944	 -16.0884	 7.79085	 -23.7075	 -12.8212	 5.87893	 -19.8542	 -9.61012	 4	 -15.938	 218049	 221847	 225713	 229645	 233637	 
20.7	 -26.2394	 13.7313	 -34.9128	 -22.798	 11.7166	 -31.2693	 -19.4154	 9.73665	 -27.5525	 -16.0907	 7.79096	 -23.7659	 -12.8231	 5.87896	 -19.913	 -9.61156	 4	 -15.9972	 218103	 221906	 225777	 229712	 233707	 
20.8	 -26.2422	 13.7317	 -34.9699	 -22.8006	 11.7169	 -31.3267	 -19.4177	 9.73686	 -27.6101	 -16.0927	 7.79109	 -23.8239	 -12.8247	 5.87901	 -19.9714	 -9.61276	 4	 -16.0559	 218253	 222062	 225938	 229877	 233875	 
20.9	 -26.2444	 13.7321	 -35.0266	 -22.8026	 11.7172	 -31.3837	 -19.4195	 9.73709	 -27.6674	 -16.0942	 7.79125	 -23.8814	 -12.8259	 5.87911	 -20.0291	 -9.61374	 4	 -16.1139	 218474	 222289	 226170	 230114	 234116	 
21	 -26.246	 13.7325	 -35.0829	 -22.8041	 11.7175	 -31.4401	 -19.4208	 9.73735	 -27.7241	 -16.0953	 7.79143	 -23.9383	 -12.8269	 5.87922	 -20.0862	 -9.61448	 4	 -16.1712	 218679	 222501	 226388	 230337	 234343	 
21.1	 -26.2471	 13.7328	 -35.1388	 -22.8051	 11.7179	 -31.496	 -19.4217	 9.73763	 -27.7801	 -16.0961	 7.79164	 -23.9945	 -12.8275	 5.87933	 -20.1425	 -9.61502	 4	 -16.2276	 218832	 222660	 226553	 230507	 234518	 
21.2	 -26.2476	 13.733	 -35.194	 -22.8055	 11.7181	 -31.5514	 -19.4221	 9.7379	 -27.8354	 -16.0964	 7.79185	 -24.0498	 -12.8279	 5.87942	 -20.198	 -9.61535	 4	 -16.2832	 218995	 222830	 226730	 230690	 234705	 
21.3	 -26.2476	 13.7331	 -35.2487	 -22.8055	 11.7183	 -31.606	 -19.422	 9.73811	 -27.89	 -16.0965	 7.79202	 -24.1044	 -12.8279	 5.87951	 -20.2525	 -9.61549	 4	 -16.3377	 219212	 223055	 226961	 230927	 234948	 
21.4	 -26.247	 13.7331	 -35.3026	 -22.8049	 11.7184	 -31.6598	 -19.4216	 9.73822	 -27.9437	 -16.0961	 7.79211	 -24.158	 -12.8277	 5.87958	 -20.306	 -9.61544	 4	 -16.3911	 219474	 223326	 227239	 231212	 235239	 
21.5	 -26.2458	 13.7329	 -35.3558	 -22.8039	 11.7184	 -31.7127	 -19.4207	 9.73821	 -27.9965	 -16.0954	 7.79213	 -24.2106	 -12.8273	 5.87961	 -20.3584	 -9.61523	 4	 -16.4433	 219713	 223572	 227493	 231473	 235506	 
21.6	 -26.2441	 13.7325	 -35.4081	 -22.8025	 11.7181	 -31.7647	 -19.4195	 9.73807	 -28.0483	 -16.0945	 7.79205	 -24.2621	 -12.8266	 5.87957	 -20.4097	 -9.61487	 4	 -16.4943	 219932	 223800	 227730	 231716	 235756	 
21.7	 -26.242	 13.7318	 -35.4595	 -22.8006	 11.7176	 -31.8158	 -19.418	 9.73776	 -28.0989	 -16.0933	 7.79186	 -24.3124	 -12.8257	 5.87946	 -20.4596	 -9.61437	 4	 -16.5439	 220152	 224029	 227967	 231961	 236007	 
21.8	 -26.2395	 13.7308	 -35.5099	 -22.7984	 11.7169	 -31.8657	 -19.4161	 9.73724	 -28.1484	 -16.0918	 7.79153	 -24.3614	 -12.8247	 5.87929	 -20.5082	 -9.61374	 4	 -16.5921	 220419	 224306	 228252	 232253	 236307	 
21.9	 -26.2365	 13.7295	 -35.5592	 -22.7958	 11.7158	 -31.9145	 -19.4139	 9.73649	 -28.1966	 -16.09	 7.79104	 -24.4092	 -12.8234	 5.87907	 -20.5554	 -9.613	 4	 -16.6387	 220691	 224587	 228542	 232552	 236613	 
22	 -26.2331	 13.7279	 -35.6073	 -22.7928	 11.7145	 -31.962	 -19.4114	 9.73552	 -28.2436	 -16.0881	 7.7904	 -24.4555	 -12.822	 5.87876	 -20.601	 -9.61217	 4	 -16.6837	 220959	 224865	 228828	 232847	 236915	 
22.1	 -26.2293	 13.7259	 -35.6542	 -22.7896	 11.713	 -32.0082	 -19.4087	 9.73432	 -28.289	 -16.0859	 7.7896	 -24.5002	 -12.8205	 5.87836	 -20.6451	 -9.61126	 4	 -16.7271	 221202	 225117	 229091	 233117	 237193	 
22.2	 -26.2251	 13.7236	 -35.6998	 -22.786	 11.7111	 -32.053	 -19.4057	 9.73291	 -28.333	 -16.0836	 7.78865	 -24.5434	 -12.8188	 5.87786	 -20.6875	 -9.6103	 4	 -16.7686	 221454	 225379	 229362	 233397	 237481	 
22.3	 -26.2206	 13.7211	 -35.744	 -22.7821	 11.709	 -32.0963	 -19.4026	 9.73128	 -28.3754	 -16.0811	 7.78754	 -24.5849	 -12.8171	 5.8773	 -20.7281	 -9.60929	 4	 -16.8084	 221718	 225653	 229645	 233689	 237781	 
22.4	 -26.2157	 13.7182	 -35.7866	 -22.7779	 11.7066	 -32.138	 -19.3991	 9.72946	 -28.4162	 -16.0785	 7.78629	 -24.6247	 -12.8152	 5.87668	 -20.7669	 -9.60825	 4	 -16.8462	 221991	 225937	 229938	 233991	 238091	 
22.5	 -26.2104	 13.7151	 -35.8278	 -22.7735	 11.7041	 -32.1781	 -19.3955	 9.72749	 -28.4552	 -16.0757	 7.78494	 -24.6627	 -12.8133	 5.876	 -20.8038	 -9.60721	 4	 -16.882	 222247	 226203	 230214	 234276	 238384	 
22.6	 -26.2049	 13.7118	 -35.8672	 -22.7687	 11.7014	 -32.2164	 -19.3916	 9.72539	 -28.4924	 -16.0727	 7.78351	 -24.6987	 -12.8113	 5.87527	 -20.8387	 -9.60618	 4	 -16.9158	 222488	 226454	 230475	 234545	 238662	 
22.7	 -26.199	 13.7083	 -35.9049	 -22.7638	 11.6985	 -32.253	 -19.3876	 9.72318	 -28.5278	 -16.0697	 7.78202	 -24.7329	 -12.8092	 5.87451	 -20.8716	 -9.60518	 4	 -16.9475	 222725	 226702	 230732	 234811	 238935	 
22.8	 -26.1929	 13.7047	 -35.9409	 -22.7586	 11.6955	 -32.2876	 -19.3834	 9.72088	 -28.5611	 -16.0665	 7.78047	 -24.765	 -12.8072	 5.87374	 -20.9024	 -9.60421	 4	 -16.977	 222962	 226948	 230988	 235076	 239208	 
22.9	 -26.1864	 13.7009	 -35.9749	 -22.7532	 11.6924	 -32.3203	 -19.379	 9.71853	 -28.5925	 -16.0633	 7.77888	 -24.795	 -12.8051	 5.87295	 -20.931	 -9.60331	 4	 -17.0043	 223205	 227201	 231250	 235347	 239486	 
23	 -26.1798	 13.697	 -36.0069	 -22.7476	 11.6892	 -32.351	 -19.3745	 9.71612	 -28.6218	 -16.0599	 7.77727	 -24.8228	 -12.803	 5.87214	 -20.9574	 -9.60248	 4	 -17.0293	 223421	 227427	 231485	 235590	 239737	 
23.1	 -26.173	 13.693	 -36.0369	 -22.7418	 11.686	 -32.3795	 -19.3699	 9.71368	 -28.6488	 -16.0566	 7.77564	 -24.8483	 -12.8009	 5.87131	 -20.9815	 -9.60174	 4	 -17.0519	 223628	 227644	 231711	 235824	 239979	 
23.2	 -26.166	 13.689	 -36.0647	 -22.7359	 11.6827	 -32.4059	 -19.3653	 9.7112	 -28.6736	 -16.0532	 7.77397	 -24.8716	 -12.7989	 5.87048	 -21.0032	 -9.60111	 4	 -17.0721	 223812	 227837	 231912	 236033	 240195	 
23.3	 -26.1589	 13.6849	 -36.0902	 -22.73	 11.6794	 -32.4299	 -19.3606	 9.70869	 -28.6961	 -16.0499	 7.77228	 -24.8925	 -12.797	 5.86964	 -21.0225	 -9.60059	 4	 -17.0898	 223999	 228033	 232117	 236245	 240413	 
23.4	 -26.1517	 13.6809	 -36.1135	 -22.724	 11.6761	 -32.4516	 -19.3559	 9.70618	 -28.7162	 -16.0466	 7.77059	 -24.911	 -12.7951	 5.86879	 -21.0394	 -9.60021	 4	 -17.1051	 224176	 228218	 232310	 236445	 240620	 
23.5	 -26.1445	 13.6769	 -36.1343	 -22.718	 11.6728	 -32.4708	 -19.3513	 9.70367	 -28.7338	 -16.0434	 7.7689	 -24.927	 -12.7934	 5.86794	 -21.0537	 -9.59997	 4	 -17.1178	 224338	 228389	 232488	 236630	 240810	 
23.6	 -26.1373	 13.6728	 -36.1526	 -22.7121	 11.6695	 -32.4876	 -19.3467	 9.70119	 -28.7489	 -16.0403	 7.76723	 -24.9404	 -12.7918	 5.86709	 -21.0654	 -9.5999	 4	 -17.1279	 224480	 228537	 232643	 236791	 240976	 
23.7	 -26.1302	 13.6688	 -36.1683	 -22.7063	 11.6663	 -32.5017	 -19.3423	 9.69872	 -28.7614	 -16.0373	 7.76557	 -24.9512	 -12.7903	 5.86626	 -21.0746	 -9.59999	 4	 -17.1353	 224600	 228664	 232776	 236930	 241120	 
23.8	 -26.1233	 13.6649	 -36.1814	 -22.7007	 11.6631	 -32.5131	 -19.3381	 9.6963	 -28.7712	 -16.0345	 7.76395	 -24.9593	 -12.7891	 5.86546	 -21.081	 -9.60026	 4	 -17.1402	 224723	 228793	 232910	 237069	 241263	 
23.9	 -26.1166	 13.6611	 -36.1917	 -22.6953	 11.66	 -32.5218	 -19.334	 9.69392	 -28.7783	 -16.0319	 7.76236	 -24.9647	 -12.788	 5.86467	 -21.0847	 -9.60072	 4	 -17.1423	 224836	 228912	 233034	 237197	 241394	 
24	 -26.1101	 13.6574	 -36.1991	 -22.6901	 11.6569	 -32.5277	 -19.3302	 9.69163	 -28.7825	 -16.0296	 7.76083	 -24.9673	 -12.7872	 5.86389	 -21.0857	 -9.60138	 4	 -17.1417	 224923	 229004	 233130	 237296	 241496	 
24.1	 -26.104	 13.6538	 -36.2036	 -22.6852	 11.654	 -32.5307	 -19.3267	 9.68942	 -28.7839	 -16.0275	 7.75934	 -24.967	 -12.7865	 5.86315	 -21.0839	 -9.60225	 4	 -17.1383	 224987	 229072	 233201	 237370	 241572	 
24.2	 -26.0983	 13.6504	 -36.205	 -22.6807	 11.6513	 -32.5306	 -19.3236	 9.68731	 -28.7823	 -16.0258	 7.75792	 -24.9639	 -12.7862	 5.86244	 -21.0793	 -9.60333	 4	 -17.1322	 225032	 229120	 233252	 237423	 241628	 
24.3	 -26.0931	 13.6472	 -36.2033	 -22.6767	 11.6487	 -32.5275	 -19.3208	 9.68532	 -28.7777	 -16.0243	 7.75657	 -24.9579	 -12.7861	 5.86177	 -21.0717	 -9.60463	 4	 -17.1233	 225075	 229164	 233299	 237473	 241681	 
24.4	 -26.0884	 13.6443	 -36.1985	 -22.6732	 11.6463	 -32.5213	 -19.3185	 9.68348	 -28.7701	 -16.0233	 7.75532	 -24.9489	 -12.7863	 5.86113	 -21.0614	 -9.60615	 4	 -17.1115	 225129	 229222	 233360	 237539	 241751	 
24.5	 -26.0841	 13.6415	 -36.1905	 -22.6702	 11.644	 -32.5119	 -19.3166	 9.6818	 -28.7594	 -16.0225	 7.75418	 -24.9369	 -12.7868	 5.86054	 -21.0481	 -9.60789	 4	 -17.097	 225180	 229277	 233420	 237602	 241818	 
24.6	 -26.0803	 13.6389	 -36.1795	 -22.6676	 11.642	 -32.4994	 -19.3152	 9.68027	 -28.7456	 -16.0222	 7.75315	 -24.9219	 -12.7876	 5.86002	 -21.032	 -9.60986	 4	 -17.0796	 225251	 229353	 233501	 237689	 241910	 
24.7	 -26.0768	 13.6363	 -36.1656	 -22.6654	 11.6401	 -32.4839	 -19.3142	 9.67887	 -28.7288	 -16.0223	 7.75223	 -24.9039	 -12.7887	 5.85956	 -21.0129	 -9.61206	 4	 -17.0595	 225358	 229466	 233619	 237812	 242039	 
24.8	 -26.0736	 13.6337	 -36.1488	 -22.6635	 11.6382	 -32.4655	 -19.3135	 9.67756	 -28.709	 -16.0227	 7.7514	 -24.8829	 -12.7902	 5.85916	 -20.9908	 -9.61448	 4	 -17.0364	 225533	 229647	 233807	 238006	 242239	 
24.9	 -26.0705	 13.6311	 -36.1293	 -22.6618	 11.6363	 -32.4443	 -19.3131	 9.67627	 -28.6864	 -16.0234	 7.75063	 -24.8591	 -12.7919	 5.85879	 -20.9659	 -9.61712	 4	 -17.0106	 225755	 229876	 234042	 238248	 242488	 
25	 -26.0675	 13.6285	 -36.107	 -22.6602	 11.6343	 -32.4205	 -19.3128	 9.67492	 -28.661	 -16.0243	 7.74983	 -24.8324	 -12.7939	 5.85843	 -20.9381	 -9.61999	 4	 -16.9819	 226008	 230136	 234309	 238522	 242768	 
